代號,名稱,年月日,100-200 張(比率),200-400 張(比率),400-600 張(比率),600-800 張(比率),800-1000張(比率),1000張以上  (比率)
1402,遠東新,2013/01/02,1,1.06,0.79,0.61,0.63,90.09
1409,新纖,2013/01/02,4.55,3.77,2.15,0.97,0.91,59.29
1410,南染,2013/01/02,5.09,5.01,1.74,1.66,0.99,67.5
1413,宏洲,2013/01/02,6.32,4.92,4.03,2.44,1.07,54.45
1414,東和,2013/01/02,5.41,4.14,4.24,1.32,2.41,44.01
1416,廣豐,2013/01/02,3.32,4.74,3.48,3.13,0.88,60.54
1417,嘉裕,2013/01/02,6.33,5.65,2.65,2.19,1.68,43.46
1418,東華,2013/01/02,6.37,8.92,4.78,0.54,2.06,49.96
1419,新紡,2013/01/02,2.13,2.59,2.15,1.55,2.04,76.82
1423,利華,2013/01/02,5.65,4.94,3.97,4.26,3.12,51.76
1432,大魯閣,2013/01/02,3.39,3.01,1.48,0.85,0,76.7
1434,福懋,2013/01/02,2.11,2.11,1.01,0.82,1.27,81.51
1435,中福,2013/01/02,4.63,5.69,1.65,0.94,0,50.27
1436,華友聯,2013/01/02,1.32,1.71,1.39,1.25,4.62,83.59
1437,勤益控,2013/01/02,4.84,6.94,3.03,2.84,0.9,54.99
1438,三地開發,2013/01/02,5.94,8,2.35,2.1,4.45,60.26
1439,雋揚,2013/01/02,2.88,1.92,1.15,2.3,0,60.74
1440,南紡,2013/01/02,2.67,2.84,1.69,1.11,1.01,78.09
1441,大東,2013/01/02,7.56,6.85,4.81,4.56,2.86,42.9
1442,名軒,2013/01/02,4.77,4.19,2.27,3.28,3.09,69.52
1443,立益物流,2013/01/02,4.86,4.97,5.14,2.55,1.28,60.63
1444,力麗,2013/01/02,4.8,3.53,1.45,1.96,1.76,60.29
1445,大宇,2013/01/02,7.41,7.08,4.24,4.63,1.23,54.15
1446,宏和,2013/01/02,3.88,4.45,2.93,2.94,1.28,73.78
1447,力鵬,2013/01/02,3.56,3.34,2.39,1.42,1.78,68.58
1449,佳和,2013/01/02,5.61,6.56,3.18,1.87,0.47,59.84
1451,年興,2013/01/02,4.38,5.06,3.76,1.26,1.9,60.04
1452,宏益,2013/01/02,5.16,6.54,7.16,4.21,4.04,42.75
1453,大將,2013/01/02,3.57,2.97,0.62,1.87,0,76.29
1454,台富,2013/01/02,4.07,3.46,3.11,5.18,1.97,65.82
1455,集盛,2013/01/02,4.81,4.02,2.73,1.33,0.89,61.32
1456,怡華,2013/01/02,2.42,5.45,3.78,2.94,1.04,71.52
1457,宜進,2013/01/02,5.49,5.12,4.22,3.12,1.36,49.23
1459,聯發,2013/01/02,2.41,2.58,2.03,2.35,2.92,73.58
1460,宏遠,2013/01/02,4.69,4.61,2.74,1.22,1.7,67.97
1463,強盛,2013/01/02,5.71,7.09,5.83,5.08,5.32,55.98
1464,得力,2013/01/02,3.55,5.31,3.17,1.94,0,72.55
1465,偉全,2013/01/02,5.55,3.51,4.16,0.81,3.24,52.29
1466,聚隆,2013/01/02,6.17,4.9,5.57,5.19,1.85,45.86
1467,南緯,2013/01/02,7.87,9.17,4.96,4.5,2.11,42.44
1468,昶和,2013/01/02,0.53,0.57,0,0,0,96.84
1470,大統新創,2013/01/02,3.78,5.5,6.42,2.28,3.03,72.86
1471,首利,2013/01/02,5.98,4.26,2.69,2.44,1.72,35.72
1472,三洋實業,2013/01/02,6.7,6.35,9.45,0.9,1.47,56.69
1473,台南,2013/01/02,2.75,4.58,2.97,2.87,1.21,56.14
1474,弘裕,2013/01/02,6.72,7.02,4.5,1.88,3.19,53.54
1475,業旺,2013/01/02,0.46,0,0.84,0,0,95.05
1476,儒鴻,2013/01/02,4.43,6.14,4.76,3.98,1.47,68.76
1477,聚陽,2013/01/02,5.93,8.09,6.76,5.23,3.38,42.04
1503,士電,2013/01/02,2.22,2.05,1.89,0.92,0.85,76.77
1504,東元,2013/01/02,3.35,3.96,2.75,2.03,1.58,67.62
1506,正道,2013/01/02,4.1,3.18,4.2,2.39,1.08,67.19
1512,瑞利,2013/01/02,5.56,3.76,1.95,3.85,0.48,64.09
1513,中興電,2013/01/02,5.14,4.13,2.11,2,1.29,49.36
1514,亞力,2013/01/02,6.2,6.93,6.37,3.76,3.12,42.8
1515,力山,2013/01/02,4.33,5.65,5.31,2.22,1.85,60.91
1516,川飛,2013/01/02,7.53,0,3.88,7.12,8.29,0
1517,利奇,2013/01/02,6.95,7.19,3.87,0.98,1.14,34.73
1519,華城,2013/01/02,3.33,3.68,2.19,0.51,1.01,63.79
1521,大億,2013/01/02,3.35,2.62,1.2,3.71,1.31,70.18
1522,堤維西,2013/01/02,4.92,4.64,1.97,0.71,3.36,54.14
1524,耿鼎,2013/01/02,5.28,7.75,4.51,1.78,1.13,49.31
1525,江申,2013/01/02,2.97,0.3,1.38,1,1.3,76.81
1526,日馳,2013/01/02,5.66,7.46,10.36,3.71,0,43.81
1527,鑽全,2013/01/02,5.8,4.82,3.05,3.14,1.75,31.35
1528,恩德,2013/01/02,7.28,9,2.22,0.5,3.02,45.97
1529,樂事綠能,2013/01/02,9.81,8.62,5.7,5.06,3.33,36.32
1530,亞崴,2013/01/02,3.61,2.39,1.6,0.63,1.8,62.44
1531,高林股,2013/01/02,5.91,3.93,4.07,2.56,1.46,50.92
1532,勤美,2013/01/02,6.54,6.5,2.99,1.68,1.58,58.75
1533,車王電,2013/01/02,3.64,2.17,7.08,6.4,3.62,55.03
1535,中宇,2013/01/02,1.87,2.01,0.91,1.21,0,78.59
1536,和大,2013/01/02,6.66,8.74,6.14,4.36,3.42,43.13
1537,廣隆,2013/01/02,8.51,9.4,4.78,9.06,4.77,33.68
1538,正峰,2013/01/02,8.22,7.55,2.95,2.4,2.19,36.82
1539,巨庭,2013/01/02,2.42,5.92,4.84,3.04,0,70.72
1540,喬福,2013/01/02,6.42,7.06,4.3,1.6,2.99,38.99
1541,錩泰,2013/01/02,2.11,2.34,0.73,1.77,1.12,80.6
1558,伸興,2013/01/02,10.97,8.28,8.29,7.56,12.6,8.62
1560,中砂,2013/01/02,4.06,5.7,2.47,3.01,3.8,42.36
1565,精華,2013/01/02,9.98,15.96,10.8,5.6,1.6,35.97
1568,倉佑,2013/01/02,4.4,6.43,7.05,4.39,6.05,63.74
1569,濱川,2013/01/02,6.71,6.37,6.49,2.06,3.81,47.88
1570,力肯,2013/01/02,6.76,7.37,9,12.46,3.52,36.17
1580,新麥,2013/01/02,6.04,11.7,3.52,6.61,6.23,38.38
1582,信錦,2013/01/02,4.2,6.79,5.49,1.86,5.12,45.15
1583,程泰,2013/01/02,1.47,1.76,0.45,1.43,0,84.51
1584,精剛,2013/01/02,8.4,6.56,6.01,2.46,2.19,39.45
1586,和勤,2013/01/02,8.74,11.86,1.1,9.46,2,48.55
1587,吉茂,2013/01/02,3.42,7.59,7.25,5.27,8.06,63.57
1589,永冠-KY,2013/01/02,1.56,0.64,0.87,1.57,0,86.66
1590,亞德客-KY,2013/01/02,2.89,5.63,3.1,4.22,4.17,75.15
1591,駿吉-KY,2013/01/02,5.93,1.51,6.95,3.66,9.2,61.87
1593,祺驊,2013/01/02,8.2,17.6,9.72,8.53,11.11,13.03
1595,川寶,2013/01/02,4.98,9.47,7.17,1.63,2.53,48.23
1597,直得,2013/01/02,10.71,15.64,10.4,9.78,0,29.03
1598,岱宇,2013/01/02,0.84,0.44,0.73,1.01,2.65,92.1
1599,宏佳騰,2013/01/02,0.88,2.68,6.23,3.41,0,72.69
1603,華電,2013/01/02,3.52,3.62,3.56,1.95,1.04,66.97
1604,聲寶,2013/01/02,5.11,6.12,3.63,2.57,2.43,46.58
1605,華新,2013/01/02,5.19,4.68,2.63,1.27,1.35,58.53
1608,華榮,2013/01/02,4.84,4.1,2.72,1.91,1.52,59.91
1609,大亞,2013/01/02,7.8,6.58,4.14,3.41,2.29,34.94
1611,中電,2013/01/02,3.71,4.22,3.77,3.11,2.48,64.13
1612,宏泰,2013/01/02,4.04,4.67,2.8,1.09,1.7,53.89
1614,三洋電,2013/01/02,3.12,4.44,2.92,1.96,0.31,80.18
1615,大山,2013/01/02,2.43,3.12,1.75,0.54,0.87,77.98
1616,億泰,2013/01/02,4.45,6.58,2.44,2.35,1.77,58.45
1617,榮星,2013/01/02,2.49,3.29,1.57,1.36,3.91,76.83
1618,合機,2013/01/02,5.4,5.56,2.29,2.25,0.68,57.08
1626,艾美特-KY,2013/01/02,0.6,3.59,4.69,1.37,0.82,86.18
1701,中化,2013/01/02,4.89,4.05,3.2,0.96,1.23,35.78
1702,南僑,2013/01/02,3.15,1.9,2.07,3.27,0.95,57.22
1707,葡萄王,2013/01/02,5.32,7.56,6.92,4.86,3.42,50.4
1708,東鹼,2013/01/02,3.79,3.94,1.91,1.2,1.71,49.45
1709,和益,2013/01/02,4.96,6.44,3.82,3.05,2.12,64.78
1710,東聯,2013/01/02,1.92,2.49,1.7,1.09,1.43,71.24
1711,永光,2013/01/02,5.43,5.59,3.01,3.01,2.7,50.51
1712,興農,2013/01/02,6.38,7.3,4.55,4.67,4,30.55
1713,國化,2013/01/02,6.75,6.13,3.02,4.69,1.74,53.35
1714,和桐,2013/01/02,6.84,5.87,2.9,2.33,1.93,49.77
1717,長興,2013/01/02,4.07,3.79,2.93,1.85,1.23,69.42
1718,中纖,2013/01/02,5.3,4.35,2.88,1.87,2.08,44.81
1720,生達,2013/01/02,3.21,3.05,2.25,0.75,0.99,54.86
1721,三晃,2013/01/02,6.91,5.96,3.62,6.27,1.1,28.04
1722,台肥,2013/01/02,2,2.66,2.64,1.71,1.86,73.89
1723,中碳,2013/01/02,5.13,4.7,3.11,2.9,1.51,52.98
1725,元禎,2013/01/02,0.7,0.29,0,0.78,0.45,94.48
1726,永記,2013/01/02,2.55,2.54,0.81,0,0.49,80.04
1727,中華化,2013/01/02,5.21,3.62,3.52,1.47,0.92,50.04
1730,花仙子,2013/01/02,4.58,4.92,6.49,3.86,1.54,57.52
1731,美吾華,2013/01/02,7.58,6.43,3.03,2.48,3.4,38.11
1732,毛寶,2013/01/02,3.44,5.62,1.04,3.38,2.27,65.7
1733,五鼎,2013/01/02,7.37,9.04,3.62,1.99,5.46,32.44
1734,杏輝,2013/01/02,5.21,7.19,4.95,2.25,3.55,28.93
1735,日勝化,2013/01/02,4.28,4.58,2.63,1.53,1.95,63.33
1736,喬山,2013/01/02,2.1,2.88,1.65,0.7,1.78,83.41
1737,臺鹽,2013/01/02,3.48,3.22,2.61,1.79,1.3,48.1
1742,台蠟,2013/01/02,4.64,2.69,0,2.26,0,52.47
1752,南光,2013/01/02,2.86,5.82,2.42,0,0,61.7
1760,寶齡富錦,2013/01/02,4.65,10.45,3.69,0,0,64.28
1762,中化生,2013/01/02,4.42,8.06,1.36,0.9,1.08,50.68
1773,勝一,2013/01/02,4.85,3.53,2.08,2.07,3.55,66.98
1776,展宇,2013/01/02,1.85,8.16,5.78,6.62,8.6,57.79
1777,生泰,2013/01/02,11.25,3.59,1.76,0,0,52.54
1781,合世,2013/01/02,8.05,14.44,6.11,7.23,3.84,30.03
1783,和康生,2013/01/02,4.4,9.4,3.94,0,1.92,72.95
1784,訊聯,2013/01/02,10.34,9.48,4.56,7.7,0,12.51
1785,光洋科,2013/01/02,5.93,4.89,4.51,2.66,0.68,34.59
1786,科妍,2013/01/02,6.31,6.22,6.55,0,6.97,61.02
1788,杏昌,2013/01/02,7.83,7.49,6.66,6.39,0,20.95
1789,神隆,2013/01/02,1.71,2.16,1.61,1.15,0.95,82.74
1795,美時,2013/01/02,9.9,15.71,6.13,6.18,6.16,20.13
1799,易威,2013/01/02,6.97,8.58,11.13,2.13,3.05,14.89
1802,台玻,2013/01/02,1.47,1.67,1.09,0.85,0.57,87.71
1805,寶徠,2013/01/02,2.77,5.15,2.89,7.88,0,64.19
1806,冠軍,2013/01/02,3.7,3.28,1.92,1.38,1.61,54.74
1808,潤隆,2013/01/02,3.85,3.65,3.92,2.92,1.23,55.26
1809,中釉,2013/01/02,3.18,3.5,1.16,2.8,2.73,53.18
1810,和成,2013/01/02,3.73,3.91,2.61,2.55,3.16,61.91
1813,寶利徠,2013/01/02,8.02,9.94,7.01,4.85,4.59,32.82
1815,富喬,2013/01/02,6.1,5.43,2.14,1.51,1.72,41.21
1817,凱撒衛,2013/01/02,2.95,3.95,2.93,0,8.39,76.43
1903,士紙,2013/01/02,2.75,2.64,2.92,0.59,1.35,79.26
1904,正隆,2013/01/02,4.52,4.87,2.4,1.55,1.98,58.71
1905,華紙,2013/01/02,3.53,2.95,1.79,1.04,0.42,74.21
1906,寶隆,2013/01/02,4.19,4.23,1.92,0.44,0,71.65
1907,永豐餘,2013/01/02,3.03,2.73,1.56,1.17,0.87,75.15
1909,榮成,2013/01/02,4.24,4.56,2.47,3.41,0.67,62.24
2002,中鋼,2013/01/02,4.33,2.69,1.04,0.62,0.35,54.06
2006,東和鋼鐵,2013/01/02,2.09,2.2,1.66,0.93,1.16,71.77
2007,燁興,2013/01/02,6.77,6.41,4.32,1.33,1.19,39.45
2008,高興昌,2013/01/02,2.84,2.19,1.67,0.91,1.13,76.61
2009,第一銅,2013/01/02,3.74,3.23,1.54,1.12,0.97,56.32
2010,春源,2013/01/02,5.43,4.68,3.57,1.31,2.07,62.32
2012,春雨,2013/01/02,3.17,4.51,4.67,4.51,4.68,60.55
2013,中鋼構,2013/01/02,2.92,2.71,1.04,1.06,0.5,67.14
2014,中鴻,2013/01/02,5.49,4.21,1.46,1.31,0.74,49.63
2015,豐興,2013/01/02,2.05,2.66,2.76,2.03,1.61,81.88
2017,官田鋼,2013/01/02,4.93,4,2.38,1.64,0.67,43.52
2020,美亞,2013/01/02,4.3,5.08,2.92,1,1.61,60.85
2022,聚亨,2013/01/02,7.92,6.41,4.83,2.3,0.76,32.58
2023,燁輝,2013/01/02,4.33,3.84,1.94,1.07,1.32,61.89
2024,志聯,2013/01/02,8.21,5.21,4.46,1.87,1.6,38.32
2025,千興,2013/01/02,7.58,6.72,3.75,2.39,0.25,32.93
2027,大成鋼,2013/01/02,5.05,3.67,1.82,2.65,1.52,51.71
2028,威致,2013/01/02,8.01,6.66,5.15,0.52,1.36,39.58
2029,盛餘,2013/01/02,4.1,2.88,1.83,0.19,0.31,70.21
2030,彰源,2013/01/02,4.8,3.45,1.82,3.11,0.96,51.59
2031,新光鋼,2013/01/02,5.79,4.83,3.74,1.66,2.3,35.84
2032,新鋼,2013/01/02,5.91,6.01,3.55,2.12,0.62,48.09
2033,佳大,2013/01/02,4.44,3.76,3.82,3.57,10.13,48.27
2034,允強,2013/01/02,6.42,4.77,2.2,1.85,2.17,33.96
2035,唐榮,2013/01/02,0.85,0.68,0.42,0,0,93.32
2038,海光,2013/01/02,4.18,3.12,2.51,1.1,1.55,64.28
2049,上銀,2013/01/02,5.85,6.26,4.35,3.95,4.36,53.95
2059,川湖,2013/01/02,4.42,8.26,4.52,4.31,0.89,62.62
2061,風青,2013/01/02,4.85,8.65,4.74,7,6.73,55.65
2062,橋椿,2013/01/02,1.5,2.18,1.5,0.42,0.6,85.2
2063,世鎧,2013/01/02,6.95,9.12,4.74,8.74,4.26,41.4
2064,晉椿,2013/01/02,0.38,0.34,0.72,0,0,97.25
2065,世豐,2013/01/02,0.34,0.68,4.15,2.43,3.33,87.52
2066,世德,2013/01/02,0,0,0,2.32,2.88,93.67
2067,嘉鋼,2013/01/02,3.62,11.51,12.35,0,4.88,62.55
2101,南港,2013/01/02,4.38,3.86,1.89,1.26,2.13,58.21
2102,泰豐,2013/01/02,5.6,3.88,3.73,1.74,2.71,48.66
2103,台橡,2013/01/02,2.96,3.06,2.34,1.3,1.22,65.2
2104,國際中橡,2013/01/02,3.46,5.38,3.09,2.27,2.14,62.47
2105,正新,2013/01/02,1.51,1.77,1.36,1.25,0.98,86.64
2106,建大,2013/01/02,1.82,2.19,1.73,0.95,2.09,77.98
2107,厚生,2013/01/02,5.58,4.63,2.26,1.83,2.38,37.4
2108,南帝,2013/01/02,4.66,5.46,3.15,2.56,2.07,62.67
2109,華豐,2013/01/02,6.38,6.07,3.75,2.36,3.11,57.08
2114,鑫永銓,2013/01/02,8.42,7.63,4.14,2.22,0,59.42
2201,裕隆,2013/01/02,1.56,1.79,1.21,0.84,0.73,77.84
2204,中華,2013/01/02,1.39,1.45,1.24,1.13,1.11,81.79
2206,三陽工業,2013/01/02,2.59,2.39,1.79,1.67,1.71,74.25
2207,和泰車,2013/01/02,1.97,2.58,2.69,2.16,1.56,85.54
2208,台船,2013/01/02,5.72,3.86,1.37,0.45,0.47,53.7
2221,大甲,2013/01/02,3.24,3.64,1.08,0,0,64.23
2227,裕日車,2013/01/02,1.1,1.1,0.73,0.47,0.27,93.97
2228,劍麟,2013/01/02,2.41,1.59,0.92,3.38,0,85.85
2230,泰茂,2013/01/02,0.8,2.68,2.89,0,0,86.59
2231,為升,2013/01/02,6.19,2.7,3.57,3.39,1.4,68.34
2233,宇隆,2013/01/02,7.96,2.91,20.96,1.99,5.04,31.21
2235,謚源,2013/01/02,0,2.09,1.49,0,0,92.29
2301,光寶科,2013/01/02,1.65,2.59,2.17,1.75,1.48,77.19
2302,麗正,2013/01/02,4.94,4.73,1.51,0,1.04,61.21
2303,聯電,2013/01/02,3.36,2.77,1.33,0.94,0.68,65.32
2305,全友,2013/01/02,2.82,2.43,1.74,0,0,62.4
2308,台達電,2013/01/02,1.56,2.41,1.59,1.15,1.23,85.28
2312,金寶,2013/01/02,4.63,4.73,3.28,1.76,1.41,55.59
2313,華通,2013/01/02,3.5,2.69,1.8,0.89,1.58,59.76
2314,台揚,2013/01/02,8.17,5.53,1.59,1.62,1.5,21.36
2316,楠梓電,2013/01/02,4.64,4.27,4.38,1.53,1.13,36.82
2317,鴻海,2013/01/02,1.79,1.89,1.36,1.17,1.05,74.89
2321,東訊,2013/01/02,5.52,5.32,2.31,1.43,2.42,40.02
2323,中環,2013/01/02,5.64,5.44,2.94,1.48,1.12,43.02
2324,仁寶,2013/01/02,1.95,1.95,1.34,1.14,0.82,75.36
2327,國巨,2013/01/02,2.85,2.61,1.82,1.01,1.03,72.83
2328,廣宇,2013/01/02,3.91,3.51,1.57,1.93,0.85,47.64
2329,華泰,2013/01/02,5.32,4.59,2.58,1.36,0.86,53.19
2330,台積電,2013/01/02,0.88,1.09,0.75,0.64,0.64,90.93
2331,精英,2013/01/02,3.54,2.87,1.21,0.69,0.91,63.01
2332,友訊,2013/01/02,5.15,4.6,2.52,1.9,2.3,45.06
2337,旺宏,2013/01/02,6.97,5.32,2.51,1.39,1.47,30.71
2338,光罩,2013/01/02,6.51,6.14,2.74,1.27,2.77,36.9
2340,台亞,2013/01/02,5.94,5.04,2.32,1.38,1.68,28.6
2342,茂矽,2013/01/02,6.06,4.93,2.62,1.82,1.21,16.75
2344,華邦電,2013/01/02,4.89,4.21,2.47,1.42,1.3,52.51
2345,智邦,2013/01/02,5.7,5.83,2.94,2.87,2.51,35.35
2347,聯強,2013/01/02,1.49,2.23,1.66,1.41,1.31,83.72
2348,海悅,2013/01/02,0.74,5.84,2.64,0,0,78.91
2349,錸德,2013/01/02,9.15,7.52,4.52,2.59,1.93,23.09
2351,順德,2013/01/02,4.52,4.11,3.23,2.44,5.02,54.96
2352,佳世達,2013/01/02,6.88,5.09,2.81,2.09,1.09,41.99
2353,宏碁,2013/01/02,3.85,3.34,1.61,1.55,1.1,40.23
2354,鴻準,2013/01/02,1.99,2.04,1.37,1.18,1.1,67.36
2355,敬鵬,2013/01/02,5.23,5.33,4.05,4.27,1.63,54.49
2356,英業達,2013/01/02,2.89,2.94,1.62,1.47,1.09,70.65
2357,華碩,2013/01/02,5.07,6.66,3.55,2.65,2.97,61.83
2358,廷鑫,2013/01/02,6.62,6.41,5.1,2.51,2.29,51.73
2359,所羅門,2013/01/02,5.68,5.74,3.88,1.43,2.94,51.78
2360,致茂,2013/01/02,2.45,3.29,2.07,3.18,3.85,78.18
2362,藍天,2013/01/02,2.32,2.67,1.93,1.99,0.89,77.16
2363,矽統,2013/01/02,5.51,4.71,2.36,2.41,1.28,36.17
2364,倫飛,2013/01/02,7.23,5.89,4.21,2.16,2.4,15.6
2365,昆盈,2013/01/02,7.3,7.97,4.93,2.52,1.74,34.29
2367,燿華,2013/01/02,5.22,5.14,3.6,1.65,1.06,40.32
2368,金像電,2013/01/02,4.73,3.95,2.43,2.25,0.83,47.09
2369,菱生,2013/01/02,4.46,3.93,3.31,1.96,0.22,42.9
2371,大同,2013/01/02,5.13,4.02,2.74,1.64,1.52,53.21
2373,震旦行,2013/01/02,1.05,1.62,1.61,0.58,0.73,86.09
2374,佳能,2013/01/02,5.27,4.74,2.79,2.19,2.17,35.79
2375,凱美,2013/01/02,7.12,6.38,4.75,1.74,1.33,30.04
2376,技嘉,2013/01/02,3.32,4.43,2.26,2.18,2.09,58
2377,微星,2013/01/02,4.43,4.25,2.33,1.79,1.25,48.1
2379,瑞昱,2013/01/02,4.45,5.73,3.56,4.61,1.96,51.05
2380,虹光,2013/01/02,5.14,5.45,3.76,3.03,0,50.56
2382,廣達,2013/01/02,0.8,1.2,1.1,0.9,0.92,89.43
2383,台光電,2013/01/02,5.62,6.1,3.6,3.58,2.41,41.34
2385,群光,2013/01/02,3.05,4.65,3.05,3.16,2.34,72.63
2387,精元,2013/01/02,1.79,1.74,0.13,2.08,0.96,82.22
2388,威盛,2013/01/02,2.42,2.17,1.96,1.13,0.91,64.24
2390,云辰,2013/01/02,5.03,2.9,2.71,1.65,2.1,59.27
2392,正崴,2013/01/02,3.76,4.04,2.64,1.78,2.53,46.64
2393,億光,2013/01/02,4.1,3.44,1.91,2.63,1.05,41.84
2395,研華,2013/01/02,2.22,3.57,2.46,2.39,2.18,82.02
2397,友通,2013/01/02,4.46,3.01,0.94,1.79,0.76,64.33
2399,映泰,2013/01/02,6.45,6.96,2.85,4.23,2.02,36.54
2401,凌陽,2013/01/02,5.83,5.24,3.52,1.81,2.44,40.59
2402,毅嘉,2013/01/02,5.24,4.74,3.02,2.4,2.42,41.22
2404,漢唐,2013/01/02,6.4,5.46,3.09,3.13,1.5,37.92
2405,輔信,2013/01/02,4.3,4.02,2.93,4.08,2.59,61.12
2406,國碩,2013/01/02,6.74,7.49,3.47,3.5,2.1,26.67
2408,南亞科,2013/01/02,3.43,2.79,1.73,1.21,0.78,71.68
2409,友達,2013/01/02,3.56,2.94,1.47,0.95,0.97,62.5
2412,中華電,2013/01/02,1.2,1.12,0.71,0.44,0.41,79.86
2413,環科,2013/01/02,5.03,4.38,6.53,3.17,0.63,43.49
2414,精技,2013/01/02,6.08,6.42,4.16,5.87,2.21,40.69
2415,錩新,2013/01/02,5.29,6.13,2.92,2.44,1.08,56.95
2417,圓剛,2013/01/02,4.82,4.89,1.93,1.66,2.16,28.23
2419,仲琦,2013/01/02,6.59,7.19,6.23,3.64,2.32,21.2
2420,新巨,2013/01/02,5.04,5.58,2.36,3.99,1.26,43.71
2421,建準,2013/01/02,3.97,3.58,3.8,1.33,1.47,62.7
2423,固緯,2013/01/02,4.7,4.69,2.13,0,2.19,62.13
2424,隴華,2013/01/02,7.63,4.03,8.32,2.32,0,56.83
2425,承啟,2013/01/02,3.44,4.6,1.73,0.82,0,78.68
2426,鼎元,2013/01/02,6.05,4.71,3.03,2.41,1.54,24.63
2427,三商電,2013/01/02,3.03,2.25,0.81,1.38,0.45,61.14
2428,興勤,2013/01/02,5.97,7.24,4.48,2.3,2.22,47.26
2429,銘旺科,2013/01/02,9.81,12.63,0,0,17.64,0
2430,燦坤,2013/01/02,2.73,5.31,0.81,3.29,1.04,68.73
2431,聯昌,2013/01/02,6.51,6.99,3.1,2.64,2.6,40.93
2433,互盛電,2013/01/02,1.97,2.16,1.34,0,0.61,80.63
