代號,名稱,年月日,100-200 張(比率),200-400 張(比率),400-600 張(比率),600-800 張(比率),800-1000張(比率),1000張以上  (比率)
6613,朋億*,2023/04/14,4.89,2.93,2.12,0,0,63.64
6615,慧智,2023/04/14,7.07,4.73,8.52,3.15,0,36.27
6616,特昇-KY,2023/04/14,4.42,3.67,4.08,2.11,0,59.28
6624,萬年清,2023/04/14,5.83,16.06,8,0,15.18,26.71
6625,必應,2023/04/14,4.3,6.62,4.39,7.88,4.34,45.9
6629,泰金-KY,2023/04/14,2.19,3.37,1.68,1.73,0,83.14
6640,均華,2023/04/14,4.79,1.68,4.66,0,3.5,64.56
6641,基士德-KY,2023/04/14,2.85,12.82,2.47,0,4.7,57.83
6642,富致,2023/04/14,3.94,8.01,5.89,3.39,9.42,46.24
6643,M31,2023/04/14,11.63,13.76,4.24,0,0,38.42
6649,台生材,2023/04/14,8.19,12.6,4.77,7.91,2.08,36.29
6651,全宇昕,2023/04/14,4.48,14.97,8.55,4.14,0,29.91
6654,天正國際,2023/04/14,3.39,6.11,2.9,0,0,64.16
6655,科定,2023/04/14,2.64,5.07,5.2,5.58,1.26,71.67
6661,威健生技,2023/04/14,8.64,8.94,4.19,0,0,57.82
6662,樂斯科,2023/04/14,9.96,12.27,3.4,0,0,43.11
6664,群翊,2023/04/14,5.71,4.92,4.88,2.71,16.33,42.63
6666,羅麗芬-KY,2023/04/14,2.69,2.09,0,0,0,78.71
6667,信紘科,2023/04/14,6.62,2.87,2.37,0,4.18,47.81
6668,中揚光,2023/04/14,3.66,2.58,0.63,1.76,1.16,51.86
6669,緯穎,2023/04/14,7.52,7.12,8.41,3.15,1.11,58.22
6670,復盛應用,2023/04/14,3.77,5.01,4.81,2.83,4.1,64.38
6671,三能-KY,2023/04/14,4.25,7.44,10.52,5.63,7.62,54.11
6672,騰輝電子-KY,2023/04/14,5.51,7.99,3.65,0,1.25,25.21
6674,鋐寶科技,2023/04/14,1.12,0.95,2.44,2.07,0,83.23
6679,鈺太,2023/04/14,9.68,8.69,5.5,2.66,3.2,47.49
6680,鑫創電子,2023/04/14,5.53,6.95,0,3.59,0,67.99
6683,雍智科技,2023/04/14,4.91,11.8,9.36,2.37,3.43,11.37
6684,安格,2023/04/14,4.73,5.58,4.23,1.63,0,34.03
6689,伊雲谷,2023/04/14,5.8,7.17,4.3,6.45,6.78,45.64
6690,安碁資訊,2023/04/14,0.47,4.33,3.98,3.02,0,59.87
6691,洋基工程,2023/04/14,4.31,5.17,5.57,5.25,8.15,54.85
6693,廣閎科,2023/04/14,9.13,9.75,7.64,1.62,3.64,37.53
6695,芯鼎,2023/04/14,6.76,7.81,2.53,1.61,4.77,50.48
6697,東捷資訊,2023/04/14,1.94,2.14,3.21,2.76,0,67.31
6698,旭暉應材,2023/04/14,6.83,10.28,3.68,0.96,1.22,38.67
6703,軒郁,2023/04/14,4.1,7.99,8.11,17.42,0,33.94
6706,惠特,2023/04/14,7.94,10.03,2.03,3.72,2.41,20.14
6708,天擎,2023/04/14,6.67,5.13,1.44,4.67,0,43.2
6712,長聖,2023/04/14,4.58,8.06,7.19,1.14,3.76,29.09
6715,嘉基,2023/04/14,4.17,2.89,3.1,0,1.39,72.37
6716,應廣,2023/04/14,9.43,21.38,11.77,4.99,0,31.63
6719,力智,2023/04/14,4.86,4.88,2.96,1.7,3.28,39.31
6721,信實,2023/04/14,9.19,10.22,4.35,12.63,0,35.65
6727,亞泰金屬,2023/04/14,9.44,12.59,5.56,8.95,3.9,0
6728,上洋,2023/04/14,1.22,7.27,4.25,0,3.73,62.97
6732,昇佳電子,2023/04/14,5.41,6.29,2.88,1.45,1.79,50.96
6733,博晟生醫,2023/04/14,4.91,6.2,1.67,3.85,1.46,44.62
6735,美達科技,2023/04/14,6.26,10.58,10.87,8.47,6.85,35.86
6741,91APP*-KY,2023/04/14,2.31,4.65,5.34,2.97,2.19,65.17
6743,安普新,2023/04/14,4.06,2.95,2.92,3.31,2.45,58.86
6747,亨泰光,2023/04/14,3.27,3.12,4.8,2.89,3.47,58.72
6751,智聯服務,2023/04/14,3.49,1.17,7.65,3.07,0,56.74
6752,叡揚,2023/04/14,10.31,14.97,14.88,11.15,3.02,18.86
6753,龍德造船,2023/04/14,3.28,3.77,4.95,0.71,3.24,56.86
6754,匯僑設計,2023/04/14,2.54,1.1,0.67,0.91,0,81.63
6756,威鋒電子,2023/04/14,5.12,2.49,4.27,0,0,58.05
6761,穩得,2023/04/14,6.98,6.05,1.85,0,7.59,44.17
6762,達亞,2023/04/14,4.62,5.99,5.52,0,0,67.99
6763,綠界科技,2023/04/14,3.69,11.68,5.78,3.94,20.71,26.31
6767,台微醫,2023/04/14,8.27,9.02,7.55,2.58,0,37.05
6768,志強-KY,2023/04/14,2.67,1.78,0.76,1.48,0.45,83.24
6770,力積電,2023/04/14,5.32,4.53,2.74,1.53,1.11,46.39
6776,展碁國際,2023/04/14,1.73,3.53,3.04,0.76,2.16,68.66
6781,AES-KY,2023/04/14,3.54,5.82,1.66,0.74,1.01,71.72
6782,視陽,2023/04/14,9.05,10.66,3.55,8.3,5.39,37.03
6788,華景電,2023/04/14,6.52,10.94,1.5,5.86,5.29,15.41
6789,采鈺,2023/04/14,2.17,2.3,2.09,1.05,0,77.44
6790,永豐實,2023/04/14,1.51,1.6,0.74,1.4,1.04,79.58
6791,虎門科技,2023/04/14,1.85,2.32,9.48,3.83,4.1,61.42
6792,詠業,2023/04/14,4.63,6.95,1.05,0,3.55,50.66
6796,晉弘,2023/04/14,4.05,7.9,6.94,4.68,0,41.27
6799,來頡,2023/04/14,5.98,12.12,2.34,5.23,2.14,36.03
6803,崑鼎,2023/04/14,2.26,2.26,1.47,0,0,61.4
6804,明係,2023/04/14,4.43,3.92,8.85,2.33,3.05,58.7
6806,森崴能源,2023/04/14,2.92,4.24,2.06,1.25,2.9,62.13
6807,峰源-KY,2023/04/14,3.39,2.54,0.98,1.42,3.5,76.81
6811,宏碁資訊,2023/04/14,3.8,4.72,5.94,1.86,0,70.07
6821,聯寶,2023/04/14,4.02,8.28,5.79,14.26,3.56,48.84
6823,濾能,2023/04/14,2.4,9.01,6.67,6.98,0,59.53
6829,千附精密,2023/04/14,2.27,5.26,0,6.16,4.72,63
6830,汎銓,2023/04/14,8.63,13.42,6.09,6.55,5.88,33.28
6834,天二科技,2023/04/14,6.84,6.68,9.19,3.33,6.22,51.85
6835,圓裕,2023/04/14,2.98,5.76,5.06,5.17,0,69.06
6840,東研信超,2023/04/14,8.29,9.31,3.55,8.9,3.22,45.09
6841,長佳智能,2023/04/14,3.24,3.95,4.67,3.55,5.62,55.04
6843,進典,2023/04/14,2.52,3.61,1.62,6.26,8.24,58.3
6846,綠茵,2023/04/14,5.23,4.2,0,2.87,0,70.15
6855,數泓科,2023/04/14,5.16,11.53,10.51,3.3,4.33,50.04
6859,伯特光,2023/04/14,2.65,17.27,4.34,0,2.51,57.53
6861,睿生光電,2023/04/14,0.97,2.18,3.56,1.65,2.53,67.41
6863,永道-KY,2023/04/14,5.47,3.53,1.28,0.98,0,75.79
6865,偉康,2023/04/14,7.71,12.08,4.17,0,6.96,41.74
6874,倍力,2023/04/14,2.26,11.88,12.57,12.8,0,36.61
7402,邑錡,2023/04/14,7.26,15.25,3.37,2.53,0,31.83
7556,意德士,2023/04/14,2.75,2.77,10.7,0,0,57.11
8011,台通,2023/04/14,5.78,5.54,4.01,0.43,0.56,25.22
8016,矽創,2023/04/14,7.11,8.7,8.94,1.59,2.4,23.49
8021,尖點,2023/04/14,4.46,5.14,4.67,2.99,0.59,27.28
8024,佑華,2023/04/14,5.57,11.05,4.25,4.46,2.02,21.17
8027,鈦昇,2023/04/14,9.46,9.13,7.02,5.61,2.78,28.73
8028,昇陽半導體,2023/04/14,6.87,6.27,5.47,3.72,1.15,28.01
8032,光菱,2023/04/14,1.6,2.71,2.53,0,0,80.53
8033,雷虎,2023/04/14,7.64,4.11,3.04,3.03,3.73,20.49
8034,榮群,2023/04/14,10.98,5.08,5.04,1.05,2.61,11.8
8038,長園科,2023/04/14,7.1,3.91,0.76,3.58,2.93,19.85
8039,台虹,2023/04/14,3.61,4,3.47,3.37,1.84,52.24
8040,九暘,2023/04/14,4.26,8.23,1.52,1.83,5.14,22.53
8042,金山電,2023/04/14,2.62,2.01,5.28,2.65,0,62.82
8043,蜜望實,2023/04/14,4.73,1.63,0,0.99,0,55.7
8044,網家,2023/04/14,4.38,5.13,2.48,3.24,0,47.03
8046,南電,2023/04/14,2.32,2.84,1.36,0.75,0.55,76.61
8047,星雲,2023/04/14,4.93,2.61,12.48,6.59,0,60.46
8048,德勝,2023/04/14,5.59,10.89,7.77,2.69,5.08,35.29
8049,晶采,2023/04/14,7.02,6.7,3.56,1.21,5.36,31.46
8050,廣積,2023/04/14,5.48,5.07,3.06,2.01,5.09,43.99
8054,安國,2023/04/14,4.58,4.77,2.52,2.29,0.98,25.55
8059,凱碩,2023/04/14,3.61,3.42,3.24,2.51,0.47,73.95
8064,東捷,2023/04/14,7.26,6.44,4.13,3.35,3.23,30.67
8066,來思達,2023/04/14,6.52,6.81,4.91,7.3,10.07,0
8067,志旭,2023/04/14,1.09,4.1,3.1,4.12,22.24,48.23
8068,全達,2023/04/14,2.63,1.38,1.78,0.92,1.19,77.08
8069,元太,2023/04/14,3.36,4.17,3.56,2.91,2.3,68.23
8070,長華*,2023/04/14,2.07,2.15,0.57,0.9,1.3,75.32
8071,能率網通,2023/04/14,5.98,6.87,5.4,8.38,3.61,32.68
8072,陞泰,2023/04/14,3,3.61,0.6,0,0,63.21
8074,鉅橡,2023/04/14,7.29,9.84,3.92,0.86,0,37.91
8076,伍豐,2023/04/14,6.6,6.09,3.37,0.69,3.3,28.91
8077,洛碁,2023/04/14,3.86,4.25,0,2.86,0,80.65
8080,永利聯合,2023/04/14,0.97,6.19,4.15,2.76,0,49.36
8081,致新,2023/04/14,8.51,10.19,7.58,3.15,6.21,22.18
8083,瑞穎,2023/04/14,10.3,11.61,4.1,1.95,2.31,41.67
8084,巨虹,2023/04/14,6.94,5.92,11.39,1.06,1.22,51.91
8085,福華,2023/04/14,2.88,2.59,1.78,0.5,1.98,73.76
8086,宏捷科,2023/04/14,2.22,3.48,2.47,1.12,2.18,44.7
8087,華鎂鑫,2023/04/14,8.95,6.61,7.12,4.56,3.25,37.51
8088,品安,2023/04/14,5.2,6.26,5.14,1,0,18.11
8089,康全電訊,2023/04/14,5.93,2.82,4.15,1.09,1.36,42.1
8091,翔名,2023/04/14,9.65,3.88,7.07,5.31,1.7,24.36
8092,建暐,2023/04/14,6.41,9.84,9.52,3.2,2.25,43.25
8093,保銳,2023/04/14,3.23,6.54,8.92,4.94,2.2,38.48
8096,擎亞,2023/04/14,8.65,6.26,3.28,2.08,1.84,22.51
8097,常珵,2023/04/14,5.83,8.67,4.88,1.1,3.24,25.68
8099,大世科,2023/04/14,1.81,1.96,1.22,0,0.91,78.64
8101,華冠,2023/04/14,4.06,5.75,3.54,4.57,1.13,37.52
8103,瀚荃,2023/04/14,5.53,7.27,2.34,5.15,3.22,22.72
8104,錸寶,2023/04/14,5.31,5.78,2.5,0.95,0,48.03
8105,凌巨,2023/04/14,3.21,2.88,1.92,1.76,0,61.93
8107,大億金茂,2023/04/14,4.87,7.77,2.46,2.73,0,47.27
8109,博大,2023/04/14,7.97,7.28,5.04,9.85,3.41,36.73
8110,華東,2023/04/14,3.71,2.78,2.21,1.25,1.02,54.54
8111,立碁,2023/04/14,5.36,4.24,2.09,4.53,1.51,26.78
8112,至上,2023/04/14,5.98,5.89,3.11,1.46,1.74,22.4
8114,振樺電,2023/04/14,4.52,4.15,6.31,3.95,1.27,44.54
8121,越峰,2023/04/14,4.72,4.05,1.76,0.32,0.38,52.02
8131,福懋科,2023/04/14,2.76,3.05,2.71,0.77,1.25,74.8
8147,正淩,2023/04/14,11.61,7.53,5.76,2.44,0,38.2
8150,南茂,2023/04/14,3.19,2.12,1.78,1.92,2.56,60.63
8155,博智,2023/04/14,6.04,2.81,2.3,6.78,7.22,44.49
8163,達方,2023/04/14,4.46,3.03,2.59,2.42,0.62,42.63
8171,天宇,2023/04/14,7.71,12.84,3.16,4.99,2.78,21.72
8176,智捷,2023/04/14,7.12,8.73,4.89,2.85,4.96,24.74
8182,加高,2023/04/14,2.75,4.12,0.95,0.56,0,67.05
8183,精星,2023/04/14,3.39,5.2,2.71,1.55,0.77,46.3
8201,無敵,2023/04/14,4.3,1.59,2.78,5.6,2.82,45.88
8210,勤誠,2023/04/14,3.88,3.36,1.64,2.74,1.4,61.3
8213,志超,2023/04/14,7.1,6.57,4.12,3.16,3.94,33.54
8215,明基材,2023/04/14,3.53,3.38,2.13,2.5,0.31,54.25
8222,寶一,2023/04/14,5.13,4.01,4.24,0.89,2.47,36.47
8227,巨有科技,2023/04/14,6.11,8.01,1.21,0,0,27.81
8234,新漢,2023/04/14,4.05,4.78,4.28,4.04,4.22,55.62
8240,華宏,2023/04/14,6.43,5.55,2.85,1.45,2.52,51.76
8249,菱光,2023/04/14,3.15,3.97,1.64,0.91,0.62,69.2
8255,朋程,2023/04/14,5.27,9.9,2.65,1.68,1.97,45.81
8261,富鼎,2023/04/14,3.1,1.95,3.23,0.52,1.59,39.12
8271,宇瞻,2023/04/14,5.46,4.17,5.76,1.73,2.15,37.05
8277,商丞,2023/04/14,7.12,3.44,1.82,1.52,3.03,16.2
8279,生展,2023/04/14,4.93,13.36,0,2.58,3.29,56.62
8284,三竹,2023/04/14,7.18,14.83,8.4,8.02,13.39,30.44
8289,泰藝,2023/04/14,6.56,7.76,4.75,3.09,3.8,35.96
8291,尚茂,2023/04/14,5,2.54,3.19,0,2.06,74.77
8299,群聯,2023/04/14,5.21,5.64,4.26,4.1,4.04,40.39
8341,日友,2023/04/14,4.73,5.85,4.8,3.58,3.99,47.84
8342,益張,2023/04/14,5.2,9.3,3.06,1.92,2.93,59.14
8349,恒耀,2023/04/14,5.1,4.18,3.12,2.98,0.65,63.52
8354,冠好,2023/04/14,5.32,7.68,5.2,5.23,4.52,51.18
8358,金居,2023/04/14,3.95,4.82,3.68,3.31,1.84,30.07
8367,建新國際,2023/04/14,4.59,7.54,5.43,2.26,1.06,61.36
8374,羅昇,2023/04/14,2.47,4.32,3.02,0.68,1.55,74.72
8383,千附,2023/04/14,3.67,4.01,4.35,1.81,0.82,37.31
8390,金益鼎,2023/04/14,6.09,5.17,1.57,2.22,0,39.24
8401,白紗科,2023/04/14,5.66,3.83,6.77,3.32,4.42,42.38
8403,盛弘,2023/04/14,5.64,4.31,2.41,6.95,1.53,33.21
8404,百和興業-KY,2023/04/14,3.76,3.76,2.72,2.15,0.29,73.95
8409,商之器,2023/04/14,5.17,9.78,8.03,0,0,30.44
8410,森田,2023/04/14,7.93,2.95,1.11,3.39,0,54.9
8411,福貞-KY,2023/04/14,3.31,3.55,0.93,1.87,1.25,76.9
8415,大國鋼,2023/04/14,1.35,1.38,1.5,0.68,0.86,87.82
8416,實威,2023/04/14,2.54,2.77,0,0,2.86,73.09
8418,捷必勝-KY,2023/04/14,1.64,1.23,1.18,0.9,0,88.67
8420,明揚,2023/04/14,5.17,6.85,0.94,1.22,1.84,66.73
8421,旭源,2023/04/14,6.64,7.78,8.83,0,0,41.39
8422,可寧衛,2023/04/14,2.68,3.99,2.38,2.72,4.17,43.03
8423,保綠-KY,2023/04/14,7.71,1.75,4.47,10.69,0,60.1
8424,惠普,2023/04/14,5.84,3.81,1.49,3.97,4.58,50.7
8426,紅木-KY,2023/04/14,4.46,3.16,0,2.93,0,75.75
8429,金麗-KY,2023/04/14,5,5.24,2.51,1.53,0,36.39
8431,匯鑽科,2023/04/14,6.53,7.08,3.69,1.43,6.3,33.2
8432,東生華,2023/04/14,5.23,5.31,1.12,1.79,2.09,56.47
8433,弘帆,2023/04/14,4.43,4.19,0,1.39,3.31,64.65
8435,鉅邁,2023/04/14,5.47,7.63,10.93,10.87,0,19.08
8436,大江,2023/04/14,4.7,6.96,4.61,3.4,3.12,40.31
8437,大地-KY,2023/04/14,3.75,12.72,5.89,1.4,3.49,43.59
8438,昶昕,2023/04/14,0.87,2.06,0.7,0,2.72,80.76
8440,綠電,2023/04/14,1.86,3.79,2.44,3.77,0,34.67
8442,威宏-KY,2023/04/14,3.52,9.69,3.19,1.31,1.32,70.78
8443,阿瘦,2023/04/14,2.98,3.58,2.07,1.12,3.91,59.45
8444,綠河-KY,2023/04/14,2.94,4.37,5.11,2.11,0,77.25
8446,華研,2023/04/14,4.85,3.34,3.1,2.44,0,49.07
8450,霹靂,2023/04/14,1.95,1.74,1.93,1.19,3.41,56.87
8454,富邦媒,2023/04/14,3.57,6.28,2.66,2.3,0.82,75.7
8455,大拓-KY,2023/04/14,2.36,1.84,2.04,0,0,87.77
8462,柏文,2023/04/14,3.14,2.18,1.14,3.36,2.34,62.11
8463,潤泰材,2023/04/14,2.39,2.44,1.32,1.29,0.53,79.19
8464,億豐,2023/04/14,3.9,4.39,4.11,3.36,3.04,75.45
8466,美吉吉-KY,2023/04/14,2.23,3.91,7.26,2.23,6.96,64.04
8467,波力-KY,2023/04/14,2.82,4.22,8.19,3.03,5.4,68.15
8472,夠麻吉,2023/04/14,7.53,11.64,3.07,4.2,0,61.76
8473,山林水,2023/04/14,2,2.34,1.95,0.44,1.25,73.78
8476,台境,2023/04/14,5.38,6.76,2.59,0.9,2.43,63.52
8477,創業家,2023/04/14,7.97,4.18,7.96,1.97,5.39,40.81
8478,東哥遊艇,2023/04/14,1.67,1.74,1.01,1.6,1.05,86.69
8481,政伸,2023/04/14,9.12,10.17,5,3.08,3.97,53.56
8482,商億-KY,2023/04/14,0.64,0.6,0.83,0,0,94.23
8488,吉源-KY,2023/04/14,3.06,1.57,2.18,3.06,1.35,81.44
8489,三貝德,2023/04/14,7.24,6.03,2.71,5.5,2.2,25
8499,鼎炫-KY,2023/04/14,1.18,2.04,1.11,4.04,1.92,72.1
8905,裕國,2023/04/14,2.38,3.3,2.02,1.1,2.26,72.64
8906,花王,2023/04/14,5.65,5.07,4.35,3.99,2.49,66.07
8908,欣雄,2023/04/14,2.22,2.15,0.68,1.07,0.68,85.74
8916,光隆,2023/04/14,4.99,8.02,2.96,2.86,2.46,49.36
8917,欣泰,2023/04/14,5.23,6.64,7.04,5.51,4.93,64.43
8921,沈氏,2023/04/14,2.93,5.37,10.31,9.09,9.8,56
8923,時報,2023/04/14,3.92,6,3.11,0,3.08,74.55
8924,大田,2023/04/14,5.05,3.2,7.25,4.77,1.1,28.71
8926,台汽電,2023/04/14,4.57,3.75,2.5,2.41,1.96,53.11
8927,北基,2023/04/14,2.51,3.71,2.96,4.11,3.52,75.15
8928,鉅明,2023/04/14,7.3,6.67,6.4,1.3,6.74,35.56
8929,富堡,2023/04/14,5.39,4.33,1.01,2.83,1.58,41.56
8930,青鋼,2023/04/14,4.5,4.07,5.42,5.01,2.42,49.01
8931,大汽電,2023/04/14,3.53,5.88,2.3,2.15,1.48,73.84
8932,宏大,2023/04/14,6.62,4.96,8.78,2.9,6.8,59.58
8933,愛地雅,2023/04/14,4.37,4.07,1.44,0.67,0.55,51.83
8935,邦泰,2023/04/14,9.88,12.39,7.79,4.75,5.13,25.78
8936,國統,2023/04/14,7.06,3.76,5.52,1.97,0.72,36.49
8937,合騏,2023/04/14,5.56,4.63,3.57,3.89,3.59,57.67
8938,明安,2023/04/14,5.01,4.94,5.49,5.16,3.99,46.4
8940,新天地,2023/04/14,2.52,4.84,1.51,2.06,2.83,59.36
8941,關中,2023/04/14,2.53,1.44,8.54,6.6,6.37,58.32
8942,森鉅,2023/04/14,5,7.07,4.08,2.04,5,47.12
8996,高力,2023/04/14,8.09,12.49,12.51,5.21,3.08,36
9802,鈺齊-KY,2023/04/14,4.56,4.84,4.82,3.51,1.45,62.13
9902,台火,2023/04/14,7.55,8.9,3.8,2.18,0,41.07
9904,寶成,2023/04/14,2.25,2.35,1.68,1.24,0.84,77.69
9905,大華,2023/04/14,1.6,2.22,0.32,0.6,0.27,77.35
9906,欣巴巴,2023/04/14,2.62,5.76,4.1,2.29,0,73.24
9907,統一實,2023/04/14,2.72,3.29,1.91,1.33,1.18,74.57
9908,大台北,2023/04/14,2.55,2.85,2.22,1.88,2.41,75.73
9910,豐泰,2023/04/14,1.77,2.3,1.45,1.61,0.81,87.91
9911,櫻花,2023/04/14,2.1,2.75,0.98,1.99,0.44,71.33
9912,偉聯,2023/04/14,7.41,1.92,3.77,3.61,1.74,42.79
9914,美利達,2023/04/14,2.39,4.91,3.3,1.92,4.92,71.94
9917,中保科,2023/04/14,1.77,3.08,2.79,1.98,1.66,76.17
9918,欣天然,2023/04/14,3.9,5.52,3.79,2.54,1.37,76.1
9919,康那香,2023/04/14,2.18,2.24,1.79,0.38,0.43,47.43
9921,巨大,2023/04/14,3.94,5.24,5.02,3.85,3.44,65.62
9924,福興,2023/04/14,2.7,2.79,1.93,4.52,0.47,57.77
9925,新保,2023/04/14,3.68,3.05,2.04,2.38,1.72,66.45
9926,新海,2023/04/14,3.57,4.51,3.96,2.69,1.93,76.39
9927,泰銘,2023/04/14,4.07,4.2,3.38,0,1.68,53.81
9928,中視,2023/04/14,2.93,1.66,2.38,2.16,3.25,70.25
9929,秋雨,2023/04/14,3.11,4.98,3.19,2.76,0,74.69
9930,中聯資源,2023/04/14,2.72,1.04,1,0,0,75.66
9931,欣高,2023/04/14,4.78,5.27,1.54,1.15,2.51,73.06
9933,中鼎,2023/04/14,4.31,3.82,2.43,1.62,1.33,62.77
9934,成霖,2023/04/14,4,4.72,3.17,1.52,1.5,66.74
9935,慶豐富,2023/04/14,6.68,7.19,4.65,5.11,2.63,47.22
9937,全國,2023/04/14,2.24,3.21,3.24,2.24,2.03,81.11
9938,百和,2023/04/14,3.91,4.48,4.34,2.11,4.13,59.75
9939,宏全,2023/04/14,4.45,4.65,5.13,3.65,2.35,56.28
9940,信義,2023/04/14,2.52,2.18,1.91,1.25,0.45,79.53
9941,裕融,2023/04/14,3.14,1.98,1.71,0.7,1.03,63.97
9942,茂順,2023/04/14,8.72,6.14,1.91,9.33,4.61,43.33
9943,好樂迪,2023/04/14,1.49,1.97,0.76,1.7,0,69.45
9944,新麗,2023/04/14,2.11,5.6,6.38,2.65,0.8,70.2
9945,潤泰新,2023/04/14,4.56,3.48,1.61,1,1.01,63.39
9946,三發地產,2023/04/14,2.62,3.18,2.15,1.02,1.42,77.26
9949,琉園,2023/04/14,3.06,4.01,3.15,3.19,8.39,59.96
9950,萬國通,2023/04/14,1.61,2.47,1.26,0.79,0,87.91
9951,皇田,2023/04/14,5.05,4.31,3.82,5.48,3.56,36.86
9955,佳龍,2023/04/14,3.24,3.83,1.91,1.48,1.71,60.39
9958,世紀鋼,2023/04/14,4.26,3.83,4.73,1.96,3.46,54.02
9960,邁達康,2023/04/14,3.71,3.39,10.47,6.26,7.98,54.58
9962,有益,2023/04/14,6.75,4.83,3.68,4.78,0.9,35.8
1101,台泥,2023/04/21,3.41,2.78,1.56,1.02,0.97,58.87
1102,亞泥,2023/04/21,1.76,1.77,1.36,0.7,0.61,79.74
1103,嘉泥,2023/04/21,3.07,3.08,1.45,0.98,1.26,74.27
1104,環泥,2023/04/21,3.55,2.86,2.49,1.43,1.53,70.03
1108,幸福,2023/04/21,1.56,1.58,1.49,0.83,1.34,78.69
1109,信大,2023/04/21,3.08,2.44,3.1,1.23,3.22,73.75
1110,東泥,2023/04/21,0.85,1.1,0.74,0.73,0.16,92.87
1201,味全,2023/04/21,3.71,3.29,1.88,1.88,0.66,60.94
1203,味王,2023/04/21,1.03,1.88,1.78,1.78,1.49,85.16
1210,大成,2023/04/21,2.92,2.97,1.86,1.06,0.41,55.7
1213,大飲,2023/04/21,1.59,3.26,0,1.32,1.58,74
1215,卜蜂,2023/04/21,2.68,2.63,1.4,1.88,0.95,56.34
1216,統一,2023/04/21,1.04,1.48,1.16,1.33,1.18,86.42
1217,愛之味,2023/04/21,4.06,3.5,2.01,1.12,2.33,50.06
1218,泰山,2023/04/21,1.65,1.37,1.74,1.4,1.29,78.97
1219,福壽,2023/04/21,3.2,2.54,2.84,1.09,1.75,60.12
1220,台榮,2023/04/21,3.6,5.2,2.18,1.63,2.41,59.99
1225,福懋油,2023/04/21,0.34,2.19,0.63,1.26,1.37,91.17
1227,佳格,2023/04/21,1.89,1.51,0.9,0.62,0.56,67.48
1229,聯華,2023/04/21,3.48,2.51,0.95,0.68,0.58,64.12
1231,聯華食,2023/04/21,3.82,2.28,0.45,0.56,0,63.59
1232,大統益,2023/04/21,1.76,1.27,1.08,0.38,0,74.8
1233,天仁,2023/04/21,5.77,8.05,5.12,2.34,1.07,62.44
1234,黑松,2023/04/21,2.33,3.43,3.49,3.26,3.16,73.5
1235,興泰,2023/04/21,0.43,1.49,1.93,0.46,0.63,92.64
1236,宏亞,2023/04/21,2.32,1.85,1.86,0.59,0,78.93
1240,茂生農經,2023/04/21,3.28,7.12,8.8,14.24,0,43.32
1256,鮮活果汁-KY,2023/04/21,2.66,7.87,5.74,0,5.45,49.41
1259,安心,2023/04/21,2.91,4.16,3.17,2.07,0,66.21
1264,德麥,2023/04/21,2.81,13.61,2.62,7.59,13.96,24.57
1268,漢來美食,2023/04/21,5.32,6.1,4.56,0,0,65.94
1301,台塑,2023/04/21,1.56,1.48,1.09,0.89,0.72,82.05
1303,南亞,2023/04/21,1.7,1.67,1.04,0.74,0.65,83.15
1304,台聚,2023/04/21,3.03,2.42,1.13,1.13,1.03,62.65
1305,華夏,2023/04/21,3.1,2.7,1.39,0.37,0.78,56.9
1307,三芳,2023/04/21,1.9,1.98,1.53,1.19,0.45,79.24
1308,亞聚,2023/04/21,4.27,3.38,2.03,0.58,0.9,53.35
1309,台達化,2023/04/21,3.8,2.72,1.2,1.43,0.23,43.28
1310,台苯,2023/04/21,5.37,4.55,2.26,1.74,1.93,32.42
1312,國喬,2023/04/21,5.83,4.63,2.51,3,3.26,41.77
1313,聯成,2023/04/21,3.63,3.1,1.97,1.3,0.4,65.02
1314,中石化,2023/04/21,7.56,5.76,3.18,1.61,1.37,34.34
1315,達新,2023/04/21,1.71,4.16,4.93,3.39,1.88,69.93
1316,上曜,2023/04/21,8.45,6.79,6.5,3.44,2.7,30.79
1319,東陽,2023/04/21,2.05,2.62,1.93,1.84,1.65,75.45
1321,大洋,2023/04/21,6.93,6.89,7.22,2.97,3.84,60.02
1323,永裕,2023/04/21,4.92,6.34,6.49,5.87,4.07,47.81
1324,地球,2023/04/21,2.18,3.02,2.67,0.9,1.11,68.94
1325,恒大,2023/04/21,1.72,4.41,2.94,0.78,0,42.98
1326,台化,2023/04/21,1.27,1.17,0.73,0.54,0.43,85.5
1336,台翰,2023/04/21,6.17,7.25,6.95,3.53,2.09,51.18
1337,再生-KY,2023/04/21,7.47,5.94,3.35,2.44,0.32,37.67
1338,廣華-KY,2023/04/21,4.51,5.32,4.76,2.56,3.39,33.02
1339,昭輝,2023/04/21,2.35,2.77,0.54,0.92,0,67.77
1340,勝悅-KY,2023/04/21,7.81,3.83,4.99,2.15,1.6,28.89
1341,富林-KY,2023/04/21,1.68,5.13,2.93,1.28,1.92,78.18
1342,八貫,2023/04/21,2.38,2.36,4.15,0.95,0,67.93
1402,遠東新,2023/04/21,1.11,1.19,0.95,0.52,0.61,89.55
1409,新纖,2023/04/21,2.9,2.43,1.64,0.85,0.67,65.01
1410,南染,2023/04/21,2.51,7.67,2.33,3.5,2.84,66.27
1413,宏洲,2023/04/21,4.48,6.06,3.69,2.15,0.68,62.02
1414,東和,2023/04/21,1.74,1.48,1.55,1.38,0.42,78.97
1416,廣豐,2023/04/21,4.26,4.93,3.26,0.32,3.39,51.44
