代號,名稱,年月日,100-200 張(比率),200-400 張(比率),400-600 張(比率),600-800 張(比率),800-1000張(比率),1000張以上  (比率)
4162,智擎,2023/03/10,3.13,5.07,2.39,1.01,1.84,40.64
4163,鐿鈦,2023/03/10,9.82,8.14,4.08,2.67,3.92,32.99
4164,承業醫,2023/03/10,4.96,4.89,7.27,3.49,5.12,52.63
4167,松瑞藥,2023/03/10,8.66,6.8,2.77,2.46,1.41,27.86
4168,醣聯,2023/03/10,6.44,7.68,4.22,3.07,1.55,17.2
4171,瑞基,2023/03/10,5.08,3.89,3.21,2.76,6.2,21.92
4173,久裕,2023/03/10,6.11,4.06,1.72,0.8,0,41.68
4174,浩鼎,2023/03/10,5.76,6.95,2.38,1.26,1.98,43.29
4175,杏一,2023/03/10,3.34,7.92,0,1.65,0,57.19
4183,福永生技,2023/03/10,6.06,10.87,3.41,5.68,3.72,48.27
4188,安克,2023/03/10,7.04,7.31,2.7,1.17,0,47.56
4190,佐登-KY,2023/03/10,2.97,5.47,2.34,1.18,0,65.35
4192,杏國,2023/03/10,2.78,1.73,2.63,0.56,0.7,65.68
4198,欣大健康,2023/03/10,3.24,2.79,2.47,0,4.43,66.35
4205,中華食,2023/03/10,4.9,6.81,2.25,2.44,3.07,58.66
4207,環泰,2023/03/10,6.08,7.01,4.81,3.43,1.47,56.46
4303,信立,2023/03/10,4.47,3.04,3.63,5.17,1.29,55.21
4304,勝昱,2023/03/10,4.39,7.05,2.68,1.84,0,63.69
4305,世坤,2023/03/10,2.15,4.52,1.87,5.42,4.75,72.7
4306,炎洲,2023/03/10,5.77,5.13,2.6,1.67,1.34,50.92
4401,東隆興,2023/03/10,4.71,4.63,4.11,3.85,5.99,52.51
4402,福大,2023/03/10,11.51,9.6,5.28,4.82,7.67,16.6
4406,新昕纖,2023/03/10,7.22,10.63,4.97,3.85,8.58,49.67
4413,飛寶企業,2023/03/10,4.74,8.54,6.65,8.39,0,54.47
4414,如興,2023/03/10,5.64,5.36,2.4,1.42,1.19,59.1
4416,三圓,2023/03/10,0.91,2.14,1.82,2.46,13.57,73.68
4417,金洲,2023/03/10,7.55,6.62,4.57,4.84,3.14,35.22
4419,元勝,2023/03/10,1.96,0.93,0,3.56,2.25,78.53
4420,光明,2023/03/10,6.51,5.2,7.01,6.84,1.99,54.6
4426,利勤,2023/03/10,3.09,3.02,2.43,1.91,2.5,56.63
4430,耀億,2023/03/10,5.67,3.33,3.14,7.37,1.67,53.93
4432,銘旺實,2023/03/10,6.71,7.25,2.25,0,1.78,45.92
4433,興采,2023/03/10,3.97,6.2,0.75,1.06,1.4,52.19
4438,廣越,2023/03/10,6.69,7.31,4.74,4.03,3.31,54.92
4439,冠星-KY,2023/03/10,5.88,0.66,1.35,0,2.39,74.73
4440,宜新實業,2023/03/10,6.05,9.7,16.89,6.21,6.59,33.2
4502,健信,2023/03/10,6.27,7.67,5.19,5.88,3.16,54.45
4503,金雨,2023/03/10,4.89,7.52,2.99,2.13,3.12,60.74
4506,崇友,2023/03/10,1.6,2.98,1.97,0.78,1.01,79.15
4510,高鋒,2023/03/10,6.3,8.73,4.97,2.68,2.41,42.69
4513,福裕,2023/03/10,5.84,8.03,4.39,5.15,5.06,50.43
4523,永彰,2023/03/10,1.1,2.9,1.7,3.14,1.48,80.31
4526,東台,2023/03/10,6.56,5.34,2.84,2.75,3.88,44.21
4527,方方土霖,2023/03/10,5.67,7.75,3.76,0,2.41,56.42
4528,江興鍛,2023/03/10,4.2,4.38,0.5,0.81,0,62.85
4529,淳紳,2023/03/10,4,5.21,2.32,0.75,0,52.96
4530,宏易,2023/03/10,5.18,4.16,3.6,3.91,5.93,43.3
4532,瑞智,2023/03/10,5.27,3.55,1.95,1.66,0.73,59.73
4533,協易機,2023/03/10,5.85,6.34,3.92,4.66,1.64,48.84
4534,慶騰,2023/03/10,8.29,6.56,4.07,5.41,5.31,30.06
4535,至興,2023/03/10,3.74,5.29,4.76,1.02,0,74.65
4536,拓凱,2023/03/10,5.68,12.99,10.65,5.96,8.99,37.18
4538,大詠城,2023/03/10,2.02,5.02,2.96,5.62,0,76.27
4540,全球傳動,2023/03/10,3.82,2.97,2.31,1.36,4.1,49.26
4541,晟田,2023/03/10,7.86,5.36,4.18,0,5.4,40.67
4542,科嶠,2023/03/10,5.83,5.31,12.29,1.92,8.14,49.73
4543,萬在,2023/03/10,5.01,4.41,4.45,4.75,7.9,53.97
4545,銘鈺,2023/03/10,2.85,3.53,1.86,0.87,1.03,71.71
4549,桓達,2023/03/10,3.09,6.16,1.98,2.88,3.67,59.86
4550,長佳,2023/03/10,4.74,6.81,2.27,1.75,2.64,51.04
4551,智伸科,2023/03/10,3.85,4.69,1.36,1.79,3.14,73.69
4552,力達-KY,2023/03/10,6.91,7.72,2.61,3.6,0.73,47.97
4554,橙的,2023/03/10,4.51,6.8,0,6.19,8.09,36.32
4555,氣立,2023/03/10,1.89,2.79,1.37,2.77,0,81.56
4556,旭然,2023/03/10,4.83,4.54,0,1.43,2.03,77.35
4557,永新-KY,2023/03/10,11.06,8.3,4.1,4.35,2.31,42.52
4558,寶緯,2023/03/10,2.35,6.13,10.89,8.1,9.54,47.55
4560,強信-KY,2023/03/10,1.68,1.99,0,1.07,0,85.86
4561,健椿,2023/03/10,5.01,8.11,1.79,3.93,3.03,59.41
4562,穎漢,2023/03/10,2.79,2.79,4.79,3.22,1.02,68.1
4563,百德,2023/03/10,3.9,6.18,0,3.67,6.49,61.86
4564,元翎,2023/03/10,7.14,7.03,3.65,2.27,1.04,42.44
4566,時碩工業,2023/03/10,3.56,6.72,1.89,0,0,62.06
4568,科際精密,2023/03/10,6.06,7.09,7.6,2.18,2.49,58.67
4571,鈞興-KY,2023/03/10,0.97,3.29,10.22,4.2,10.1,56.4
4572,駐龍,2023/03/10,7.23,11.87,3.74,1.82,2.28,46.07
4576,大銀微系統,2023/03/10,4.28,3.46,4.17,1.53,2.26,62.3
4577,達航,2023/03/10,3.68,6.43,6.05,3.91,0,63.14
4580,捷流閥業,2023/03/10,6.83,6.43,1.95,0,8.86,42.52
4581,光隆精密-KY,2023/03/10,5.64,5.17,2.88,1.85,10.28,57.68
4583,台灣精銳,2023/03/10,3.28,2.53,2.43,0,0,84.31
4584,君帆,2023/03/10,2.13,1.68,3.11,7.99,0,70.7
4609,唐鋒,2023/03/10,5.05,5.09,5.45,6.38,1.85,61.96
4702,中美實,2023/03/10,4.68,4.23,3.68,0.84,1.22,51.41
4706,大恭,2023/03/10,5.95,5.92,5.59,1.59,1.17,57.55
4707,磐亞,2023/03/10,4,3.64,1.44,1.55,0.48,58.86
4711,永純,2023/03/10,4.5,3.85,1.56,2.23,0,57.32
4712,南璋,2023/03/10,6.85,8.24,3.57,3.75,3.86,51.67
4714,永捷,2023/03/10,7.66,6.6,2.52,5.31,2.01,28.62
4716,大立,2023/03/10,9.93,7.33,9.96,2.49,2.09,26.04
4720,德淵,2023/03/10,4.87,4.68,2.87,2.69,0.77,53.28
4721,美琪瑪,2023/03/10,4.03,3.67,4.16,0,1.12,26.79
4722,國精化,2023/03/10,9.03,7.98,6.06,6.91,3.75,33.51
4726,永昕,2023/03/10,5.34,4.87,4.28,1.03,1.39,53.41
4728,雙美,2023/03/10,1.25,7.21,7.91,5.2,6.59,60.91
4729,熒茂,2023/03/10,5.22,8.53,0,3.6,0,49.36
4735,豪展,2023/03/10,5.49,2.92,2.4,1.72,7.52,22.23
4736,泰博,2023/03/10,6.63,6.78,2.12,0,3.85,42.72
4737,華廣,2023/03/10,11.35,9.6,3.31,3.64,1.43,46.6
4739,康普,2023/03/10,4.04,6.09,2.34,2.59,1.71,28.62
4741,泓瀚,2023/03/10,9.81,10.67,1.38,4.28,5.54,43.53
4743,合一,2023/03/10,4.67,4.29,2.43,1.77,1.13,47.76
4744,皇將,2023/03/10,12.07,11.2,2.8,1.34,0,32.71
4745,合富-KY,2023/03/10,6.77,8.39,4.19,1.82,3.41,49.16
4746,台耀,2023/03/10,7.78,9.37,4.41,4.68,4.48,27.51
4747,強生,2023/03/10,4.77,13.61,14.15,9.23,0,30.34
4754,國碳科,2023/03/10,8.31,9.5,2,2.18,6.08,29
4755,三福化,2023/03/10,2.53,5.39,0.95,0,1.84,67.3
4760,勤凱,2023/03/10,7.15,5.61,4.32,2.1,2.98,32.84
4763,材料-KY,2023/03/10,4.29,7.28,3.63,1.83,3.74,56.58
4764,雙鍵,2023/03/10,3.99,1.51,4.13,1.68,1.03,77.28
4766,南寶,2023/03/10,3.93,4.88,1.67,4.1,2.22,71.75
4767,誠泰科技,2023/03/10,6.92,14.76,3.03,4.79,11.08,47.71
4768,晶呈科技,2023/03/10,9.14,14.49,13.14,3.52,2.35,21.2
4770,上品,2023/03/10,5.4,5.87,4.44,3.51,1.1,64.53
4804,大略-KY,2023/03/10,7.12,4.31,0.94,1.56,2.18,23.73
4806,昇華,2023/03/10,4.63,4.46,5.39,2.61,6.6,61.87
4807,日成-KY,2023/03/10,3.72,7.75,1.3,1.81,9.62,60.24
4903,聯光通,2023/03/10,10.02,9.09,9.48,2.14,0,20.1
4904,遠傳,2023/03/10,0.76,1.07,0.95,0.74,0.76,90.79
4905,台聯電,2023/03/10,3.38,5.04,9.58,2.17,6.32,64.89
4906,正文,2023/03/10,6.38,5.29,3.89,1.22,0.43,24.07
4907,富宇,2023/03/10,1.86,2.8,1.25,0.52,0,85.1
4908,前鼎,2023/03/10,5.84,5.03,1.08,0.85,7.89,45.92
4909,新復興,2023/03/10,6.61,5.57,6.61,0.79,2.12,31.86
4911,德英,2023/03/10,6.19,7.37,6.59,2.34,3.1,45.62
4912,聯德控股-KY,2023/03/10,10.66,5.71,7.6,4.62,4.19,39.09
4915,致伸,2023/03/10,3.4,4.75,3.71,4.81,3.72,56.73
4916,事欣科,2023/03/10,5.77,4.21,2.28,1.61,2.23,33.69
4919,新唐,2023/03/10,2.03,3.52,3.17,1.97,2.28,66.39
4923,力士,2023/03/10,8.45,12.32,10.61,5.27,3.26,11.32
4924,欣厚-KY,2023/03/10,1.82,6.22,5.09,5.31,7.13,54.25
4927,泰鼎-KY,2023/03/10,4.01,5.21,5.15,1.81,1.41,56.49
4930,燦星網,2023/03/10,4.92,6.08,2.26,0.81,0,54.98
4931,新盛力,2023/03/10,8.47,7.27,6.59,2.1,0,7.05
4933,友輝,2023/03/10,4.05,3.6,3.08,0.91,1.12,61.62
4934,太極,2023/03/10,6.73,5.17,2.68,0.94,0.78,27.91
4935,茂林-KY,2023/03/10,3.84,3.76,3.05,1.59,4.15,49.81
4938,和碩,2023/03/10,1.81,2.09,1.55,1.19,1.05,70.33
4939,亞電,2023/03/10,8.06,7.45,4.63,4.89,2.67,18.68
4942,嘉彰,2023/03/10,6.1,5.73,3.53,4,0.7,50.27
4943,康控-KY,2023/03/10,3.81,2.93,2.29,2.53,0,43.11
4944,兆遠,2023/03/10,4.55,3.44,2.17,0,0,54.45
4945,陞達科技,2023/03/10,4.18,2.61,0,2.18,3.23,64.06
4946,辣椒,2023/03/10,2.1,0,0,5.03,6.66,24.72
4950,牧東,2023/03/10,11.43,13.43,6.44,6.3,3.95,22.4
4951,精拓科,2023/03/10,9.94,14.54,1.65,7.76,0,11.33
4952,凌通,2023/03/10,3.15,2.95,1.7,2.02,0,51
4953,緯軟,2023/03/10,8.6,10.47,5.82,3.18,4.16,33.87
4956,光鋐,2023/03/10,7.12,6.51,3.89,0,0,27.87
4958,臻鼎-KY,2023/03/10,2.76,3.51,3.04,1.52,2.01,76.16
4960,誠美材,2023/03/10,5.64,5.12,2.95,1.65,3.05,41.5
4961,天鈺,2023/03/10,3.37,6.29,4.49,3.02,1.37,35.04
4966,譜瑞-KY,2023/03/10,12.12,12.78,4.6,9.57,5.68,33.9
4967,十銓,2023/03/10,6.28,7.19,4.31,5.9,4.89,12.25
4968,立積,2023/03/10,7.79,6.37,3.26,3.04,4.04,14.87
4971,IET-KY,2023/03/10,8.61,13.2,6.64,9,2.23,19.43
4972,湯石照明,2023/03/10,7.02,8.74,4.88,1.84,2.04,31.8
4973,廣穎,2023/03/10,5.27,7.33,6.88,3.24,1.5,22.92
4974,亞泰,2023/03/10,5,5.72,2.71,0.98,1.13,42.08
4976,佳凌,2023/03/10,4.93,3.86,2.01,0.55,1.95,25.51
4977,眾達-KY,2023/03/10,4.56,7.5,7.65,2.53,5.83,42.89
4979,華星光,2023/03/10,5.44,4.34,3.08,2.63,3.43,40.32
4987,科誠,2023/03/10,5.19,11.76,7.87,6.79,2.57,25.83
4989,榮科,2023/03/10,1.51,2.1,0.41,0,0,70.13
4991,環宇-KY,2023/03/10,6.41,8.09,5.1,2.45,3.43,55.39
4994,傳奇,2023/03/10,2.74,2.62,0.42,1.34,2.37,76.21
4995,晶達,2023/03/10,5.01,10.26,7.41,3.42,4.31,48.32
4999,鑫禾,2023/03/10,3.7,4.95,2.74,3.77,5.61,32.19
5007,三星,2023/03/10,2.18,4.29,1.53,1.13,0.27,83.32
5009,榮剛,2023/03/10,5.46,5.21,4.24,3.42,2.9,49.45
5011,久陽,2023/03/10,5.69,8.75,2.93,3.47,3.58,34.38
5013,強新,2023/03/10,2.65,3.6,2.25,3.11,2.08,78.14
5014,建錩,2023/03/10,6.18,5.96,5.16,3.82,1.95,22.72
5015,華祺,2023/03/10,4.77,7.51,3.62,1.27,1.49,44.68
5016,松和,2023/03/10,3.53,5.3,3.15,0,6.93,55.43
5201,凱衛,2023/03/10,9.47,10.44,10.03,4.58,11.68,28.98
5202,力新,2023/03/10,4.47,5.83,4.15,1.56,2.12,69.84
5203,訊連,2023/03/10,8.82,9.53,5.28,1.94,0,35.09
5205,中茂,2023/03/10,5.79,6.04,0,0,8.41,54.9
5206,坤悅,2023/03/10,2.65,3.2,2.85,0.89,1.76,79.46
5209,新鼎,2023/03/10,8.51,0,3.71,0,0,54.35
5210,寶碩,2023/03/10,7.2,5.16,3.33,1.09,1.42,32.8
5211,蒙恬,2023/03/10,4.71,4.99,10.3,0,3.03,34.24
5212,凌網,2023/03/10,4.26,4.69,6.1,4.13,2.72,68.21
5213,亞昕,2023/03/10,1.34,1.82,1.39,0.3,0.8,85.97
5215,科嘉-KY,2023/03/10,5.69,6.65,0.84,1.12,2.88,43.6
5220,萬達光電,2023/03/10,10.34,6.34,1.04,13.15,6.42,20.38
5222,全訊,2023/03/10,8.43,10.22,5.02,3.98,3.95,21.66
5223,安力-KY,2023/03/10,3.6,0,5.61,1.43,4.13,55.71
5225,東科-KY,2023/03/10,5.98,5.71,3.99,3.1,7.07,53.5
5227,立凱-KY,2023/03/10,5.87,6.59,5.1,1.83,1.18,16.49
5228,鈺鎧,2023/03/10,6.93,5.29,5.02,6.79,0,59.7
5230,雷笛克光學,2023/03/10,9.16,9.6,9.52,4.68,3.68,15.79
5234,達興材料,2023/03/10,6.76,6.32,1.82,1.22,1.74,59.66
5236,凌陽創新,2023/03/10,2.98,0.34,2.54,1.16,0,61.1
5243,乙盛-KY,2023/03/10,2.95,3.49,1.94,1.17,0.49,53.09
5244,弘凱,2023/03/10,6.47,8.7,6.47,8.14,4.04,39.44
5245,智晶,2023/03/10,4.31,6.37,2.1,3.16,10.02,43.08
5251,天鉞電,2023/03/10,4.81,7.23,4.3,0,0,40.75
5258,虹堡,2023/03/10,6.58,6.86,5.51,6.81,2.62,38.18
5263,智崴,2023/03/10,6.44,5.82,6.89,0.94,0,44.32
5269,祥碩,2023/03/10,4.67,7.32,6.31,0,2.54,65.27
5272,笙科,2023/03/10,6.62,8.44,3.34,5.05,1.69,22
5274,信驊,2023/03/10,14.57,16.5,9.9,1.62,7.06,16.64
5276,達輝-KY,2023/03/10,1.77,0.84,4.27,0,0,85.29
5278,尚凡,2023/03/10,8.92,13.17,15.39,9.94,3.82,22.57
5281,大峽谷-KY,2023/03/10,4.07,5.69,5.43,1.83,6.77,56.61
5283,禾聯碩,2023/03/10,2.52,3.87,3.95,2.94,0,61.01
5284,jpp-KY,2023/03/10,6.83,3.08,4.71,1.5,5.38,52.15
5285,界霖,2023/03/10,4.41,6,3.83,3.54,2.77,50.81
5287,數字,2023/03/10,3.99,3.36,5.86,5.5,3.34,53.87
5288,豐祥-KY,2023/03/10,4.95,3.49,4.99,4.04,1.3,67.75
5289,宜鼎,2023/03/10,7.92,11.55,4.34,5.92,2.04,38.38
5291,邑昇,2023/03/10,6.87,10.52,7.93,11.7,6.53,27.75
5299,杰力,2023/03/10,2.58,5.36,1.58,6.17,0,31.84
5301,寶得利,2023/03/10,1.86,3.35,1.05,2.01,1.24,81.58
5302,太欣,2023/03/10,4.73,2.92,1.55,2.03,1.76,47.69
5306,桂盟,2023/03/10,3.17,3.48,3.05,1.73,4.32,67.42
5309,系統電,2023/03/10,5.42,5.52,2.68,3.95,1.02,24.93
5310,天剛,2023/03/10,4.8,6.76,8.04,7.1,6.09,43.62
5312,寶島科,2023/03/10,7.64,6.23,0.98,0,1.45,54.53
5314,世紀,2023/03/10,7.79,6.78,0,10.45,6.31,27.05
5315,光聯,2023/03/10,8.7,8.36,5.15,5.33,3.27,18.31
5321,美而快,2023/03/10,5.48,6.91,3.45,0,4.69,46.44
5324,士開,2023/03/10,3.63,4.07,1.09,2.81,2.3,72.31
5328,華容,2023/03/10,4.22,2.97,1.11,1.95,1.12,38.97
5340,建榮,2023/03/10,4.82,6.33,6.72,3.49,2.67,57.96
5344,立衛,2023/03/10,1.48,1.4,0,0,1.25,70.85
5345,天揚,2023/03/10,4.83,4.76,3.83,7.23,3.43,56.42
5347,世界,2023/03/10,1.22,1.89,1.41,1.64,1.37,83.48
5348,系通,2023/03/10,6.79,6.06,3.85,9.64,6.63,45.13
5351,鈺創,2023/03/10,5.58,3.55,2.78,2.46,1.62,19.34
5353,台林,2023/03/10,7.03,7.96,7.38,4.32,6.03,37.71
5355,佳總,2023/03/10,6.31,6.61,4,2.38,2.18,49.49
5356,協益,2023/03/10,5.8,4.59,1.4,2.2,2.59,27.68
5364,力麗店,2023/03/10,4.12,8.82,1.69,4.76,0,67.09
5371,中光電,2023/03/10,3.19,3.26,2.15,2.24,2.28,60.54
5381,合正,2023/03/10,6.43,6.26,4.5,2.92,2.5,54.47
5383,金利,2023/03/10,7.38,5.46,0,1.61,1.23,57.15
5386,青雲,2023/03/10,4.06,5.03,5.42,2.36,0,27.48
5388,中磊,2023/03/10,3.83,5.38,5.8,3.3,1.84,52.66
5392,能率,2023/03/10,6.98,7.71,2.8,4.09,2.03,34.05
5398,慕康生醫,2023/03/10,7,8.14,7.63,1.42,5.47,47.71
5403,中菲,2023/03/10,6.86,8.81,4.15,2.72,3.64,30.96
5410,國眾,2023/03/10,4.63,3.85,2.95,2.3,2.06,33.7
5425,台半,2023/03/10,4.06,6.53,4.76,3.02,3.66,52.07
5426,振發,2023/03/10,4.63,3.85,2.62,3.08,0,57.16
5432,新門,2023/03/10,1.29,2.55,4.94,0,0,75.51
5434,崇越,2023/03/10,4.96,8.01,7.08,3.51,5.42,38.82
5438,東友,2023/03/10,2.95,1.88,1.3,1.13,0,79.55
5439,高技,2023/03/10,7.25,11.73,7.93,2.25,3.89,29.03
5443,均豪,2023/03/10,5.09,4.55,2.97,1.19,0.6,32.2
5450,南良,2023/03/10,3.45,2.63,2.17,0,0.65,77.59
5452,佶優,2023/03/10,4.88,5.63,4.9,1.54,0,44.61
5455,昇益,2023/03/10,0.93,0.91,0,0.93,1.25,91.64
5457,宣德,2023/03/10,3.32,6.27,1.78,2.05,0.98,51.99
5460,同協,2023/03/10,8.73,7.98,9.36,6.73,2.95,28.7
5464,霖宏,2023/03/10,4.22,5.55,1.32,0,10.32,47.79
5465,富驊,2023/03/10,3.85,4.4,2.29,2.8,2.5,71.26
5468,凱鈺,2023/03/10,2.73,8.4,2.83,6.01,0,46.96
5469,瀚宇博,2023/03/10,3.48,3.46,1.2,1.2,1.02,62.52
5471,松翰,2023/03/10,3.99,4.08,4.39,3.66,0.54,25.52
5474,聰泰,2023/03/10,2.51,3.08,1.24,3.31,2.23,54.86
5475,德宏,2023/03/10,5.82,4.94,1.53,0,1.52,11.86
5478,智冠,2023/03/10,3.11,5.61,3.65,1.1,5.69,57.14
5481,新華,2023/03/10,3.91,6.6,2.58,0.82,3.69,52.43
5483,中美晶,2023/03/10,3.42,4.16,4.37,2.68,1.99,54.37
5484,慧友,2023/03/10,5.05,8.3,5.16,4.17,2.64,46.28
5487,通泰,2023/03/10,6.57,5.89,3.35,7.72,17.77,35.14
5488,松普,2023/03/10,9.11,7.52,6.98,2.99,0,33.15
5489,彩富,2023/03/10,3.27,3.04,1.88,0,0.8,78.03
5490,同亨,2023/03/10,6.48,7.62,4.16,0,1.82,28.14
5493,三聯,2023/03/10,5.56,10.07,7.73,6.73,11.78,35.72
5498,凱崴,2023/03/10,7.76,6.15,3.3,2.04,3.37,39.32
5508,永信建,2023/03/10,2.47,1.68,1.4,1.91,0.45,77.44
5511,德昌,2023/03/10,4.81,5.63,3.89,4.74,3.19,62.12
5512,力麒,2023/03/10,4.83,4.31,2.97,1.98,0.88,55.17
5514,三豐,2023/03/10,1.19,2.01,1.06,1.18,1.6,88
5515,建國,2023/03/10,5.12,5.04,3.1,3.86,1.72,53.19
5516,雙喜,2023/03/10,6.22,5.07,3.15,5.67,5.98,59.2
5519,隆大,2023/03/10,4.62,7.53,4.61,1.82,1.98,51
5520,力泰,2023/03/10,3.44,6.31,2.83,3.22,3.01,75.29
5521,工信,2023/03/10,7.37,6.49,1.98,3.11,1.33,45.38
5522,遠雄,2023/03/10,1.6,1.44,0.96,0.77,0.81,86.01
5523,豐謙,2023/03/10,2.44,3.49,2.6,1.31,0.55,81.06
5525,順天,2023/03/10,2.5,2.42,2.26,1.04,1.72,81.99
5529,鉅陞,2023/03/10,6.39,7.04,4.85,1.77,2.23,58.36
5530,龍巖,2023/03/10,2.33,1.63,1.56,0.87,0.21,76.83
5531,鄉林,2023/03/10,1.82,2.01,0.79,0.55,0.53,84.28
5533,皇鼎,2023/03/10,3.59,5.38,2.46,1.41,3.29,74.59
5534,長虹,2023/03/10,2.6,3.13,2.83,1.39,3.99,65.16
5536,聖暉*,2023/03/10,5.83,6.81,4.74,7.61,7.41,27.14
5538,東明-KY,2023/03/10,1.31,0.87,0.29,0.37,0.99,91.83
5543,桓鼎-KY,2023/03/10,10.26,9.93,9.11,5.45,9.47,41.16
5546,永固-KY,2023/03/10,3.42,4.94,3.52,3.72,0,75.65
5601,台聯櫃,2023/03/10,3.56,6.92,12.46,14.39,6.94,45.89
5603,陸海,2023/03/10,5.17,3.48,0.88,0.75,0,47.55
5604,中連,2023/03/10,7.84,8.33,1.45,1.93,4.23,56.46
5607,遠雄港,2023/03/10,3.24,4.42,2.21,1.18,2.55,70.68
5608,四維航,2023/03/10,4.08,3.24,1.83,1.78,0.98,27.35
5609,中菲行,2023/03/10,4.02,5.08,5.78,1.92,0.67,40.9
5701,劍湖山,2023/03/10,7.24,7.72,3.17,2.13,0.61,42.69
5703,亞都,2023/03/10,1.39,3.41,1.37,1.13,2.45,84.26
5704,老爺知,2023/03/10,1.76,0.64,2.54,1.91,2.24,80.02
5706,鳳凰,2023/03/10,4.21,6.11,1.81,3.67,0,35.7
5864,致和證,2023/03/10,5.92,4.86,3.99,2.9,1.7,65.67
5871,中租-KY,2023/03/10,2.91,3.98,3.14,3.12,1.76,75.37
5876,上海商銀,2023/03/10,2.92,4.34,2.99,2,1.32,81.45
5878,台名,2023/03/10,1.67,5.63,3.67,5.22,3.78,61.61
5880,合庫金,2023/03/10,4.39,3.9,1.91,0.93,0.61,70.93
5902,德記,2023/03/10,2.84,2.44,4.04,0.83,1.04,77.2
5903,全家,2023/03/10,0.94,0.88,0.47,0.31,0.4,91.94
5904,寶雅,2023/03/10,6.25,8.07,4.51,6.21,4.02,58.13
5905,南仁湖,2023/03/10,5.3,4.64,2.66,1.92,1.73,46.4
5906,台南-KY,2023/03/10,5.32,3.28,0,1.88,0,76.16
5907,大洋-KY,2023/03/10,4.27,4.02,2.19,1.74,0.89,67.43
6005,群益證,2023/03/10,3.64,3.35,2.21,1.23,1.04,64.99
6015,宏遠證,2023/03/10,8.54,6.51,3.86,1.98,1.8,27.83
6016,康和證,2023/03/10,6.24,4.97,4.01,2.45,1.71,40.55
6020,大展證,2023/03/10,0.4,0.39,0,0,0.71,95.8
6021,美好證,2023/03/10,0.98,1.51,0.49,1.35,0.28,90.57
6023,元大期,2023/03/10,1.49,0.98,0.84,0.72,0.29,83.71
6024,群益期,2023/03/10,3.8,2.44,1.92,0.63,0.43,62.34
6026,福邦證,2023/03/10,8.79,7.19,2.52,2.28,3.55,36.87
6101,寬魚國際,2023/03/10,1.91,4.05,2.67,1.35,3.05,78.49
6103,合邦,2023/03/10,0,0,0,0,0,92.75
6104,創惟,2023/03/10,3.68,5.54,4.18,0.73,2.02,12.3
6108,競國,2023/03/10,5.3,4.94,3.66,3.63,0.52,35.95
6109,亞元,2023/03/10,8.35,8.4,5.03,4.93,5.29,37.84
6111,大宇資,2023/03/10,3.71,5.52,2.32,1.53,1.17,42.02
6112,邁達特,2023/03/10,4.22,3.11,0.45,1.17,0.99,55.54
6113,亞矽,2023/03/10,3.26,1.46,1.94,0,0,49.99
6114,久威,2023/03/10,3.48,2.8,1.87,1.68,4.09,60.89
6115,鎰勝,2023/03/10,3.97,2.27,1.36,1.13,1.96,55.49
6116,彩晶,2023/03/10,3.85,2.96,1.38,0.93,0.68,46.53
6117,迎廣,2023/03/10,2.02,3.63,5.5,1.69,4.15,65.12
6118,建達,2023/03/10,2.57,2.46,0.6,0.69,1.91,55.86
6120,達運,2023/03/10,4.52,4.07,2.46,0.96,0.8,53.44
6121,新普,2023/03/10,5.54,5.71,7.39,5.34,4.42,48.09
6122,擎邦,2023/03/10,7.36,12.77,6.76,5.3,7.28,26.85
6123,上奇,2023/03/10,7.56,6.86,10.78,0.97,0,34.65
6124,業強,2023/03/10,0.32,0,0.51,0.8,0,93.94
6125,廣運,2023/03/10,5.12,4.47,2.61,0.81,2.5,37.57
6126,信音,2023/03/10,6.36,7.51,2.84,2.36,1.48,36.01
6127,九豪,2023/03/10,7.34,7.1,3.14,1.77,1.71,23.14
6128,上福,2023/03/10,4.79,4.29,4.91,4.41,0.63,54.37
6129,普誠,2023/03/10,4.23,3.9,1.66,1.51,0.45,15.81
6130,星寶國際,2023/03/10,7.48,7.23,3.23,5,8.54,43.14
6133,金橋,2023/03/10,3.88,4.92,2.73,1.31,0.71,47.97
6134,萬旭,2023/03/10,5.96,3.35,1.97,0,0,54.39
6136,富爾特,2023/03/10,6.7,4.58,2.08,3.53,1.47,24.86
6138,茂達,2023/03/10,7.55,6.97,7.18,5.57,8.05,11.96
6139,亞翔,2023/03/10,3.94,4.65,3.88,2.72,3.17,59.19
6140,訊達,2023/03/10,5.81,4.52,8.16,5.19,2.11,47.52
6141,柏承,2023/03/10,3.52,6.53,3.58,1.13,1.6,60.65
6142,友勁,2023/03/10,6.21,4.83,3.32,1.3,1.37,52.16
6143,振曜,2023/03/10,3.06,7.16,5.54,8.86,6.03,36.55
6144,得利影,2023/03/10,1.36,0,1.34,0,0,91.64
6146,耕興,2023/03/10,7.63,12.11,5.58,6.61,5.65,47.05
6147,頎邦,2023/03/10,2.68,2.32,2.83,1.73,1.74,61.57
6148,驊宏資,2023/03/10,7.58,7.73,3.05,1.52,1.99,44.49
6150,撼訊,2023/03/10,4.38,2.65,0.9,1.45,2,11.28
6151,晉倫,2023/03/10,8.09,8.04,5.96,3.58,5.98,26.01
6152,百一,2023/03/10,8.08,7.91,4.79,1.54,2.65,26.3
6153,嘉聯益,2023/03/10,4.95,3.91,2.85,2.38,1.25,41.3
