,年度,季別,公司代號,公司名稱,股本,股本分級
1014,112,1,4911,德英,556600,5
1015,112,1,4912,聯德控股-KY,621928,5
1016,112,1,4915,致伸,4594343,3
1017,112,1,4916,事欣科,883754,5
1018,112,1,4919,新唐,4197653,3
1019,112,1,4923,力士,283340,5
1020,112,1,4924,欣厚-KY,371644,5
1021,112,1,4927,泰鼎-KY,1899380,4
1022,112,1,4930,燦星網,800000,5
1023,112,1,4931,新盛力,643198,5
1024,112,1,4933,友輝,802657,5
1025,112,1,4934,太極,2250000,3
1026,112,1,4935,茂林-KY,1288641,4
1027,112,1,4938,和碩,26669234,1
1028,112,1,4939,亞電,982009,5
1029,112,1,4942,嘉彰,1423676,4
1030,112,1,4943,康控-KY,867504,5
1031,112,1,4944,兆遠,439002,5
1032,112,1,4945,陞達科技,300368,5
1033,112,1,4946,辣椒,154025,5
1034,112,1,4950,牧東,467598,5
1035,112,1,4951,精拓科,341487,5
1036,112,1,4952,凌通,1088158,4
1037,112,1,4953,緯軟,673277,5
1038,112,1,4956,光鋐,1004082,4
1039,112,1,4958,臻鼎-KY,9470492,2
1040,112,1,4960,誠美材,5728818,2
1041,112,1,4961,天鈺,1865453,4
1042,112,1,4966,譜瑞-KY,811832,5
1043,112,1,4967,十銓,715487,5
1044,112,1,4968,立積,901689,5
1045,112,1,4971,IET-KY,367432,5
1046,112,1,4972,湯石照明,394956,5
1047,112,1,4973,廣穎電通,635058,5
1048,112,1,4974,亞泰,725001,5
1049,112,1,4976,佳凌,1387040,4
1050,112,1,4977,眾達-KY,801898,5
1051,112,1,4979,華星光,1323398,4
1052,112,1,4987,科誠,318780,5
1053,112,1,4989,榮科,1377765,4
1054,112,1,4991,環宇-KY,1113107,4
1055,112,1,4994,傳奇,1106390,4
1056,112,1,4995,晶達,419560,5
1057,112,1,4999,鑫禾,744172,5
1058,112,1,5007,三星,2949401,3
1059,112,1,5009,榮剛,5019660,2
1060,112,1,5011,久陽,999219,5
1061,112,1,5013,強新,1334160,4
1062,112,1,5014,建錩,1853330,4
1063,112,1,5015,華祺,606392,5
1064,112,1,5016,松和,496221,5
1065,112,1,5201,凱衛,306746,5
1066,112,1,5202,力新,890940,5
1067,112,1,5203,訊連,789418,5
1068,112,1,5205,中茂,102500,5
1069,112,1,5206,坤悅,1559250,4
1070,112,1,5209,新鼎,286559,5
1071,112,1,5210,寶碩,621778,5
1072,112,1,5211,蒙恬,320247,5
1073,112,1,5212,凌網,346330,5
1074,112,1,5213,亞昕,4257207,3
1075,112,1,5215,科嘉-KY,643375,5
1076,112,1,5220,萬達光電,396670,5
1077,112,1,5222,全訊,678208,5
1078,112,1,5223,安力-KY,445498,5
1079,112,1,5225,東科-KY,644940,5
1080,112,1,5227,立凱-KY,700000,5
1081,112,1,5228,鈺鎧,380563,5
1082,112,1,5230,雷笛克光學,469559,5
1083,112,1,5234,達興材料,1027159,4
1084,112,1,5236,凌陽創新,585001,5
1085,112,1,5243,乙盛-KY,1685289,4
1086,112,1,5244,弘凱,679441,5
1087,112,1,5245,智晶,449900,5
1088,112,1,5251,天鉞電,356774,5
1089,112,1,5258,虹堡,995426,5
1090,112,1,5263,智崴,645302,5
1091,112,1,5269,祥碩,693648,5
1092,112,1,5272,笙科,559731,5
1093,112,1,5274,信驊,378207,5
1094,112,1,5276,達輝-KY,395000,5
1095,112,1,5278,尚凡,222486,5
1096,112,1,5281,大峽谷-KY,370100,5
1097,112,1,5283,禾聯碩,730004,5
1098,112,1,5284,jpp-KY,479289,5
1099,112,1,5285,界霖,1020409,4
1100,112,1,5287,數字,507950,5
1101,112,1,5288,豐祥-KY,660300,5
1102,112,1,5289,宜鼎,866666,5
1103,112,1,5291,邑昇,409256,5
1104,112,1,5299,杰力,508890,5
1105,112,1,5301,寶得利,1345526,4
1106,112,1,5302,太欣,1598883,4
1107,112,1,5306,桂盟,1260000,4
1108,112,1,5309,系統電,1811794,4
1109,112,1,5310,天剛,289435,5
1110,112,1,5312,寶島科,600599,5
1111,112,1,5314,世紀,147000,5
1112,112,1,5315,光聯,1063518,4
1113,112,1,5321,美而快,402192,5
1114,112,1,5324,士開,2263791,3
1115,112,1,5328,華容,1727107,4
1116,112,1,5340,建榮,1948940,4
1117,112,1,5344,立衛,794474,5
1118,112,1,5345,天揚,562500,5
1119,112,1,5347,世界,16389823,1
1120,112,1,5348,系通,289503,5
1121,112,1,5351,鈺創,2848093,3
1122,112,1,5353,台林,750000,5
1123,112,1,5355,佳總,1661228,4
1124,112,1,5356,協益,1030400,4
1125,112,1,5364,力麗店,288499,5
1126,112,1,5371,中光電,3909811,3
1127,112,1,5381,合正,2101568,3
1128,112,1,5383,金利,794004,5
1129,112,1,5386,青雲,267610,5
1130,112,1,5388,中磊,2588758,3
1131,112,1,5392,能率,1699640,4
1132,112,1,5398,慕康生醫,499505,5
1133,112,1,5403,中菲,743230,5
1134,112,1,5410,國眾,892219,5
1135,112,1,5425,台半,2634854,3
1136,112,1,5426,振發,1438000,4
1137,112,1,5432,新門,206878,5
1138,112,1,5434,崇越,1816996,4
1139,112,1,5438,東友,1125365,4
1140,112,1,5439,高技,929757,5
1141,112,1,5443,均豪,1651361,4
1142,112,1,5450,南良,1223923,4
1143,112,1,5452,佶優,1487637,4
1144,112,1,5455,昇益,655018,5
1145,112,1,5457,宣德,1708505,4
1146,112,1,5460,同協,587781,5
1147,112,1,5464,霖宏,710715,5
1148,112,1,5465,富驊,1476826,4
1149,112,1,5468,凱鈺,358229,5
1150,112,1,5469,瀚宇博,5284413,2
1151,112,1,5471,松翰,1678770,4
1152,112,1,5474,聰泰,403559,5
1153,112,1,5475,德宏,1271270,4
1154,112,1,5478,智冠,1274743,4
1155,112,1,5481,新華,734029,5
1156,112,1,5483,中美晶,5862217,2
1157,112,1,5484,慧友,668010,5
1158,112,1,5487,通泰,241631,5
1159,112,1,5488,松普,915861,5
1160,112,1,5489,彩富,1027064,4
1161,112,1,5490,同亨,961562,5
1162,112,1,5493,三聯,416088,5
1163,112,1,5498,凱崴,1899283,4
1164,112,1,5508,永信建,2174281,3
1165,112,1,5511,德昌,1134400,4
1166,112,1,5512,力麒,7439927,2
1167,112,1,5514,三豐,2162255,3
1168,112,1,5515,建國,2520001,3
1169,112,1,5516,雙喜,454945,5
1170,112,1,5519,隆大,2191972,3
1171,112,1,5520,力泰,599752,5
1172,112,1,5521,工信,4922802,3
1173,112,1,5522,遠雄,7815962,2
1174,112,1,5523,豐謙,1550015,4
1175,112,1,5525,順天,2645913,3
1176,112,1,5529,鉅陞,1240528,4
1177,112,1,5530,龍巖,4200842,3
1178,112,1,5531,鄉林,9775892,2
1179,112,1,5533,皇鼎,2852450,3
1180,112,1,5534,長虹,2903260,3
1181,112,1,5536,聖暉*,610314,5
1182,112,1,5538,東明-KY,2012033,3
1183,112,1,5543,桓鼎-KY,373045,5
1184,112,1,5546,永固-KY,823534,5
1185,112,1,5601,台聯櫃,648000,5
1186,112,1,5603,陸海,1048766,4
1187,112,1,5604,中連,1087830,4
1188,112,1,5607,遠雄港,2739791,3
1189,112,1,5608,四維航,3692671,3
1190,112,1,5609,中菲行,1360800,4
1191,112,1,5701,劍湖山,1430000,4
1192,112,1,5703,亞都麗緻,702396,5
1193,112,1,5704,老爺知,388617,5
1194,112,1,5706,鳳凰,737670,5
1195,112,1,5864,致和證,2668442,3
1196,112,1,5871,中租-KY,17329141,1
1197,112,1,5878,台名,250243,5
1198,112,1,5880,合庫金,140089354,1
1199,112,1,5902,德記,945000,5
1200,112,1,5903,全家,2232200,3
1201,112,1,5904,寶雅,1021820,4
1202,112,1,5905,南仁湖,2498247,3
1203,112,1,5906,台南-KY,324000,5
1204,112,1,5907,大洋-KY,1955310,4
1205,112,1,6005,群益證,21709081,1
1206,112,1,6015,宏遠證,3512516,3
1207,112,1,6016,康和證,5944550,2
1208,112,1,6020,大展證,2523532,3
1209,112,1,6021,美好證,3112659,3
1210,112,1,6023,元大期貨,2899763,3
1211,112,1,6024,群益期,2104376,3
1212,112,1,6026,福邦證,3961619,3
1213,112,1,6101,寬魚國際,1164224,4
1214,112,1,6103,合邦,136049,5
1215,112,1,6104,創惟,902792,5
1216,112,1,6108,競國,1598993,4
1217,112,1,6109,亞元,669230,5
1218,112,1,6111,大宇資,852630,5
1219,112,1,6112,邁達特,1883573,4
1220,112,1,6113,亞矽,500471,5
1221,112,1,6114,久威,439119,5
1222,112,1,6115,鎰勝,1876622,4
1223,112,1,6116,彩晶,29403289,1
1224,112,1,6117,迎廣,886500,5
1225,112,1,6118,建達,908896,5
1226,112,1,6120,達運,6655551,2
1227,112,1,6121,新普,1849705,4
1228,112,1,6122,擎邦,722068,5
1229,112,1,6123,上奇,620894,5
1230,112,1,6124,業強,1824799,4
1231,112,1,6125,廣運,2490112,3
1232,112,1,6126,信音,1172656,4
1233,112,1,6127,九豪,1080798,4
1234,112,1,6128,上福,1275887,4
1235,112,1,6129,普誠,1809437,4
1236,112,1,6130,星寶國際,443000,5
1237,112,1,6133,金橋,1170064,4
1238,112,1,6134,萬旭,725845,5
1239,112,1,6136,富爾特,1155364,4
1240,112,1,6138,茂達,740675,5
1241,112,1,6139,亞翔,2255409,3
1242,112,1,6140,訊達電腦,422047,5
1243,112,1,6141,柏承,1133540,4
1244,112,1,6142,友勁,3307792,3
1245,112,1,6143,振曜,875069,5
1246,112,1,6144,得利影,382737,5
1247,112,1,6146,耕興,970164,5
1248,112,1,6147,頎邦,7386755,2
1249,112,1,6148,驊宏資,466038,5
1250,112,1,6150,撼訊,483460,5
1251,112,1,6151,晉倫,552573,5
1252,112,1,6152,百一,1677385,4
1253,112,1,6153,嘉聯益,5561777,2
1254,112,1,6154,順發,800800,5
1255,112,1,6155,鈞寶,871477,5
1256,112,1,6156,松上,780276,5
1257,112,1,6158,禾昌,550479,5
1258,112,1,6160,欣技,684891,5
1259,112,1,6161,捷波,749833,5
1260,112,1,6163,華電網,1362315,4
1261,112,1,6164,華興,1000002,4
1262,112,1,6165,浪凡,532424,5
1263,112,1,6166,凌華,2174973,3
1264,112,1,6167,久正,1621732,4
1265,112,1,6168,宏齊,2060698,3
1266,112,1,6169,昱泉,233950,5
1267,112,1,6170,統振,896701,5
1268,112,1,6171,大城地產,1000000,4
1269,112,1,6173,信昌電,1720000,4
1270,112,1,6174,安碁,500000,5
1271,112,1,6175,立敦,1432196,4
1272,112,1,6176,瑞儀,4650273,3
1273,112,1,6177,達麗,3879106,3
1274,112,1,6179,亞通,881467,5
1275,112,1,6180,橘子,1754936,4
1276,112,1,6182,合晶,5409336,2
1277,112,1,6183,關貿,1500000,4
1278,112,1,6184,大豐電,1582306,4
1279,112,1,6185,幃翔,1498675,4
1280,112,1,6186,新潤,1499861,4
1281,112,1,6187,萬潤,833239,5
1282,112,1,6188,廣明,2783589,3
1283,112,1,6189,豐藝,2121552,3
1284,112,1,6190,萬泰科,1616652,4
1285,112,1,6191,精成科,4743030,3
1286,112,1,6192,巨路,961558,5
1287,112,1,6194,育富,480000,5
1288,112,1,6195,詩肯,501930,5
1289,112,1,6196,帆宣,1956782,4
1290,112,1,6197,佳必琪,1220859,4
1291,112,1,6198,瑞築,226354,5
1292,112,1,6199,天品,617600,5
1293,112,1,6201,亞弘電,892000,5
1294,112,1,6202,盛群,2261682,3
1295,112,1,6203,海韻電,799532,5
1296,112,1,6204,艾華,231021,5
1297,112,1,6205,詮欣,800286,5
1298,112,1,6206,飛捷,1430623,4
1299,112,1,6207,雷科,796799,5
1300,112,1,6208,日揚,1182017,4
1301,112,1,6209,今國光,1742286,4
1302,112,1,6210,慶生,350480,5
1303,112,1,6212,理銘,1020000,4
1304,112,1,6213,聯茂,3629572,3
1305,112,1,6214,精誠,2723333,3
1306,112,1,6215,和椿,827897,5
1307,112,1,6216,居易,911514,5
1308,112,1,6217,中探針,971080,5
1309,112,1,6218,豪勉,642620,5
1310,112,1,6219,富旺,1540163,4
1311,112,1,6220,岳豐,1448682,4
1312,112,1,6221,晉泰,826850,5
1313,112,1,6222,上揚,405889,5
1314,112,1,6223,旺矽,942311,5
1315,112,1,6224,聚鼎,856453,5
1316,112,1,6225,天瀚,278000,5
1317,112,1,6226,光鼎,1166198,4
1318,112,1,6227,茂綸,761118,5
1319,112,1,6228,全譜,450000,5
1320,112,1,6229,研通,356407,5
1321,112,1,6230,尼得科超眾,863434,5
1322,112,1,6231,系微,380435,5
1323,112,1,6233,旺玖,796099,5
1324,112,1,6234,高僑,1003864,4
1325,112,1,6235,華孚,1924109,4
1326,112,1,6236,康呈,416540,5
1327,112,1,6237,驊訊,786490,5
1328,112,1,6239,力成,7591466,2
1329,112,1,6240,松崗,228674,5
1330,112,1,6241,易通展,415000,5
1331,112,1,6242,立康,233100,5
1332,112,1,6243,迅杰,453128,5
1333,112,1,6244,茂迪,3870419,3
1334,112,1,6245,立端,1185074,4
1335,112,1,6246,臺龍,371092,5
1336,112,1,6248,沛波,620836,5
1337,112,1,6257,矽格,4567410,3
1338,112,1,6259,百徽,202779,5
1339,112,1,6261,久元,1284980,4
1340,112,1,6263,普萊德,625010,5
1341,112,1,6264,富裔,1163553,4
1342,112,1,6265,方土昶,1181722,4
1343,112,1,6266,泰詠,1234226,4
1344,112,1,6269,台郡,3227629,3
1345,112,1,6270,倍微,721458,5
1346,112,1,6271,同欣電,1608139,4
1347,112,1,6274,台燿,2691518,3
1348,112,1,6275,元山,701669,5
1349,112,1,6276,安鈦克,314900,5
1350,112,1,6277,宏正,1194711,4
1351,112,1,6278,台表科,2923984,3
1352,112,1,6279,胡連,996547,5
1353,112,1,6281,全國電,991729,5
1354,112,1,6282,康舒,5261013,2
1355,112,1,6283,淳安,1479063,4
1356,112,1,6284,佳邦,1401803,4
1357,112,1,6285,啟碁,4105563,3
1358,112,1,6287,元隆,1095364,4
1359,112,1,6288,聯嘉,1935064,4
1360,112,1,6290,良維,1535045,4
1361,112,1,6291,沛亨,420000,5
1362,112,1,6292,迅德,469007,5
1363,112,1,6294,智基,245727,5
1364,112,1,6404,通訊-KY,243580,5
1365,112,1,6405,悅城,658000,5
1366,112,1,6409,旭隼,877626,5
1367,112,1,6411,晶焱,979826,5
1368,112,1,6412,群電,3990401,3
1369,112,1,6414,樺漢,1087651,4
1370,112,1,6415,矽力*-KY,955101,5
1371,112,1,6416,瑞祺電通,733485,5
1372,112,1,6417,韋僑,422740,5
1373,112,1,6418,詠昇,345220,5
1374,112,1,6419,京晨科,131592,5
1375,112,1,6425,易發,436020,5
1376,112,1,6426,統新,385090,5
1377,112,1,6431,光麗-KY,685688,5
1378,112,1,6432,今展科,305928,5
1379,112,1,6435,大中,334330,5
1380,112,1,6438,迅得,714317,5
1381,112,1,6441,廣錠,433185,5
1382,112,1,6442,光聖,663000,5
1383,112,1,6443,元晶,4762967,3
1384,112,1,6446,藥華藥,3053598,3
1385,112,1,6449,鈺邦,889535,5
1386,112,1,6451,訊芯-KY,1074648,4
1387,112,1,6456,GIS-KY,3379398,3
1388,112,1,6457,紘康,318548,5
1389,112,1,6461,益得,1169330,4
1390,112,1,6462,神盾,692718,5
1391,112,1,6464,台數科,1276131,4
1392,112,1,6465,威潤,322817,5
1393,112,1,6469,大樹,899185,5
1394,112,1,6470,宇智,376941,5
1395,112,1,6472,保瑞,775761,5
1396,112,1,6477,安集,1212135,4
1397,112,1,6482,弘煜科,188632,5
1398,112,1,6485,點序,446760,5
1399,112,1,6486,互動,402532,5
1400,112,1,6488,環球晶,4352370,3
1401,112,1,6491,晶碩,700000,5
1402,112,1,6492,生華科,897436,5
1403,112,1,6494,九齊,315597,5
1404,112,1,6496,科懋,474941,5
1405,112,1,6499,益安,878501,5
1406,112,1,6504,南六,726000,5
1407,112,1,6505,台塑化,95259597,1
1408,112,1,6506,雙邦,823608,5
1409,112,1,6508,惠光,879505,5
1410,112,1,6509,聚和,1734903,4
1411,112,1,6510,精測,327890,5
1412,112,1,6512,啟發電,250000,5
1413,112,1,6514,芮特-KY,300154,5
1414,112,1,6515,穎崴,345380,5
1415,112,1,6516,勤崴國際,466202,5
1416,112,1,6517,保勝光學,305791,5
1417,112,1,6523,達爾膚,450477,5
1418,112,1,6525,捷敏-KY,1290474,4
1419,112,1,6527,明達醫,242760,5
1420,112,1,6530,創威,337500,5
1421,112,1,6531,愛普*,809266,5
1422,112,1,6532,瑞耘,374451,5
1423,112,1,6533,晶心科,506509,5
1424,112,1,6535,順藥,1631128,4
1425,112,1,6538,倉和,381690,5
1426,112,1,6541,泰福-KY,1176654,4
1427,112,1,6542,隆中,420006,5
1428,112,1,6546,正基,662269,5
1429,112,1,6547,高端疫苗,3283568,3
1430,112,1,6548,長科*,386569,5
1431,112,1,6550,北極星藥業-KY,7429503,2
1432,112,1,6552,易華電,830000,5
1433,112,1,6556,勝品,287500,5
1434,112,1,6558,興能高,937495,5
1435,112,1,6560,欣普羅,258747,5
1436,112,1,6561,是方,707449,5
1437,112,1,6568,宏觀,307531,5
1438,112,1,6569,醫揚,332612,5
1439,112,1,6570,維田,368796,5
1440,112,1,6573,虹揚-KY,804993,5
1441,112,1,6574,霈方,219900,5
1442,112,1,6576,逸達,1182711,4
1443,112,1,6577,勁豐,382549,5
1444,112,1,6578,達邦蛋白,397103,5
1445,112,1,6579,研揚,1495665,4
1446,112,1,6581,鋼聯,1112709,4
1447,112,1,6582,申豐,1061741,4
1448,112,1,6584,南俊國際,584898,5
1449,112,1,6585,鼎基,692430,5
1450,112,1,6588,東典,267008,5
1451,112,1,6589,台康生技,3046672,3
1452,112,1,6590,普鴻,212913,5
1453,112,1,6591,動力-KY,341990,5
1454,112,1,6592,和潤企業,5650004,2
1455,112,1,6593,台灣銘板,209445,5
1456,112,1,6596,寬宏藝術,300000,5
1457,112,1,6598,ABC-KY,817684,5
1458,112,1,6603,富強鑫,1524136,4
1459,112,1,6605,帝寶,1658164,4
1460,112,1,6606,建德工業,1103038,4
1461,112,1,6609,瀧澤科,724562,5
1462,112,1,6612,奈米醫材,341639,5
1463,112,1,6613,朋億*,339337,5
1464,112,1,6615,慧智,213624,5
1465,112,1,6616,特昇-KY,286342,5
1466,112,1,6624,萬年清,180000,5
1467,112,1,6625,必應,443404,5
1468,112,1,6629,泰金-KY,357142,5
1469,112,1,6640,均華,282765,5
1470,112,1,6641,基士德-KY,370000,5
1471,112,1,6642,富致,373996,5
1472,112,1,6643,M31,316980,5
1473,112,1,6649,台生材,420000,5
1474,112,1,6651,全宇昕,346016,5
1475,112,1,6654,天正國際,369627,5
1476,112,1,6655,科定,740334,5
1477,112,1,6661,威健生技,233043,5
1478,112,1,6662,樂斯科,256124,5
1479,112,1,6664,群翊,552322,5
1480,112,1,6666,羅麗芬-KY,473880,5
1481,112,1,6667,信紘科,447789,5
1482,112,1,6668,中揚光,782451,5
1483,112,1,6669,緯穎,1748408,4
1484,112,1,6670,復盛應用,1325725,4
1485,112,1,6671,三能-KY,607500,5
1486,112,1,6672,騰輝電子-KY,714347,5
1487,112,1,6674,鋐寶科技,676536,5
1488,112,1,6679,鈺太,549393,5
1489,112,1,6680,鑫創電子,191020,5
1490,112,1,6683,雍智科技,272257,5
1491,112,1,6684,安格,271188,5
1492,112,1,6689,伊雲谷,680000,5
1493,112,1,6690,安碁資訊,222045,5
1494,112,1,6691,洋基工程,679071,5
1495,112,1,6693,廣閎科,457200,5
1496,112,1,6695,芯鼎,952093,5
1497,112,1,6697,東捷資訊,273234,5
1498,112,1,6698,旭暉應材,663898,5
1499,112,1,6703,軒郁,238921,5
1500,112,1,6706,惠特,735369,5
1501,112,1,6708,天擎,290088,5
1502,112,1,6712,長聖,681443,5
1503,112,1,6715,嘉基,620868,5
1504,112,1,6716,應廣,269757,5
1505,112,1,6719,力智,810217,5
1506,112,1,6721,信實,225000,5
1507,112,1,6727,亞泰金屬,240483,5
1508,112,1,6728,上洋,230000,5
1509,112,1,6732,昇佳電子,489126,5
1510,112,1,6733,博晟生醫,1230760,4
1511,112,1,6735,美達科技,398940,5
1512,112,1,6741,91APP*-KY,602890,5
1513,112,1,6743,安普新,1500000,4
1514,112,1,6747,亨泰光,241890,5
1515,112,1,6751,智聯服務,200000,5
1516,112,1,6752,叡揚,300001,5
1517,112,1,6753,龍德造船,1077500,4
1518,112,1,6754,匯僑設計,660000,5
1519,112,1,6756,威鋒電子,691996,5
1520,112,1,6761,穩得,239095,5
1521,112,1,6762,達亞,258892,5
1522,112,1,6763,綠界科技,184039,5
1523,112,1,6767,台微醫,291090,5
1524,112,1,6768,志強-KY,1960456,4
1525,112,1,6770,力積電,40672794,1
1526,112,1,6776,展碁國際,815814,5
1527,112,1,6781,AES-KY,854188,5
1528,112,1,6782,視陽,630000,5
1529,112,1,6788,華景電,347397,5
1530,112,1,6789,采鈺,3157771,3
1531,112,1,6790,永豐實,2671290,3
1532,112,1,6791,虎門科技,208470,5
1533,112,1,6792,詠業,478753,5
1534,112,1,6796,晉弘,332337,5
1535,112,1,6799,來頡,413291,5
1536,112,1,6803,崑鼎投控,708330,5
1537,112,1,6804,明係,300000,5
1538,112,1,6806,森崴能源,2161500,3
1539,112,1,6807,峰源-KY,540000,5
1540,112,1,6811,宏碁資訊,414490,5
1541,112,1,6821,聯寶,280000,5
1542,112,1,6823,濾能,211795,5
1543,112,1,6829,千附精密,591690,5
1544,112,1,6830,汎銓,467812,5
1545,112,1,6834,天二科技,884711,5
1546,112,1,6835,圓裕,661723,5
1547,112,1,6840,東研信超,252780,5
1548,112,1,6841,長佳智能,984130,5
1549,112,1,6843,進典,333040,5
1550,112,1,6846,綠茵,244133,5
1551,112,1,6854,錼創科技-KY創,1071786,4
1552,112,1,6855,數泓科,211361,5
1553,112,1,6859,伯特光,353480,5
1554,112,1,6861,睿生光電,393885,5
1555,112,1,6863,永道-KY,743180,5
1556,112,1,6865,偉康科技,143650,5
1557,112,1,6869,雲豹能源-創,1162091,4
1558,112,1,6873,泓德能源-創,1000000,4
1559,112,1,6874,倍力,220000,5
1560,112,1,7402,邑錡,297545,5
1561,112,1,7556,意德士科技,229087,5
1562,112,1,8011,台通,1509219,4
1563,112,1,8016,矽創,1201369,4
1564,112,1,8021,尖點,1421805,4
1565,112,1,8024,佑華,451601,5
1566,112,1,8027,鈦昇,995954,5
1567,112,1,8028,昇陽半導體,1526280,4
1568,112,1,8032,光菱,518103,5
1569,112,1,8033,雷虎,1426298,4
1570,112,1,8034,榮群,628737,5
1571,112,1,8038,長園科,614283,5
1572,112,1,8039,台虹,2091197,3
1573,112,1,8040,九暘,688501,5
1574,112,1,8042,金山電,1294625,4
1575,112,1,8043,蜜望實,799072,5
1576,112,1,8044,網家,1281629,4
1577,112,1,8046,南電,6461655,2
1578,112,1,8047,星雲,416663,5
1579,112,1,8048,德勝,544712,5
1580,112,1,8049,晶采,1182798,4
1581,112,1,8050,廣積,1949980,4
1582,112,1,8054,安國,914592,5
1583,112,1,8059,凱碩,1886180,4
1584,112,1,8064,東捷,1648178,4
1585,112,1,8066,來思達,301523,5
1586,112,1,8067,志旭,173000,5
1587,112,1,8068,全達,807659,5
1588,112,1,8069,元太,11404047,1
1589,112,1,8070,長華*,689419,5
1590,112,1,8071,能率網通,518543,5
1591,112,1,8072,陞泰,800000,5
1592,112,1,8074,鉅橡,809745,5
1593,112,1,8076,伍豐,2960915,3
1594,112,1,8077,洛碁,219457,5
1595,112,1,8080,永利聯合,231639,5
1596,112,1,8081,致新,861721,5
1597,112,1,8083,瑞穎,351332,5
1598,112,1,8084,巨虹,695142,5
1599,112,1,8085,福華,1399830,4
1600,112,1,8086,宏捷科,1965161,4
1601,112,1,8087,華鎂鑫,290690,5
1602,112,1,8088,品安,609217,5
1603,112,1,8089,康全電訊,586655,5
1604,112,1,8091,翔名,479601,5
1605,112,1,8092,建暐,409606,5
1606,112,1,8093,保銳,449460,5
1607,112,1,8096,擎亞,1488964,4
1608,112,1,8097,常珵,600645,5
1609,112,1,8099,大世科,885600,5
1610,112,1,8101,華冠,728311,5
1611,112,1,8103,瀚荃,789534,5
1612,112,1,8104,錸寶,746517,5
1613,112,1,8105,凌巨,4415449,3
1614,112,1,8107,大億金茂,750000,5
1615,112,1,8109,博大,786600,5
1616,112,1,8110,華東,5177399,2
1617,112,1,8111,立碁,1091022,4
1618,112,1,8112,至上,4584965,3
1619,112,1,8114,振樺電,755158,5
1620,112,1,8121,越峰,2129937,3
1621,112,1,8131,福懋科,4422222,3
1622,112,1,8147,正淩,325877,5
1623,112,1,8150,南茂,7272401,2
1624,112,1,8155,博智,512310,5
1625,112,1,8163,達方,2800000,3
1626,112,1,8171,天宇,672505,5
1627,112,1,8176,智捷,717010,5
1628,112,1,8182,加高,1070412,4
1629,112,1,8183,精星,1212511,4
1630,112,1,8201,無敵,623663,5
1631,112,1,8210,勤誠,1206320,4
1632,112,1,8213,志超,2712425,3
1633,112,1,8215,明基材,3206745,3
1634,112,1,8222,寶一,685735,5
1635,112,1,8227,巨有科技,373430,5
1636,112,1,8234,新漢,1412265,4
1637,112,1,8240,華宏,1000044,4
1638,112,1,8249,菱光,1490550,4
1639,112,1,8255,朋程,914470,5
1640,112,1,8261,富鼎,1178905,4
1641,112,1,8271,宇瞻,1226882,4
1642,112,1,8277,商丞,916288,5
1643,112,1,8279,生展,271009,5
1644,112,1,8284,三竹,463420,5
1645,112,1,8289,泰藝,683338,5
1646,112,1,8291,尚茂,473120,5
1647,112,1,8299,群聯,1996250,4
1648,112,1,8341,日友,1115000,4
1649,112,1,8342,益張,335367,5
1650,112,1,8349,恒耀國際,1462016,4
1651,112,1,8354,冠好,785323,5
1652,112,1,8358,金居,2525880,3
1653,112,1,8367,建新國際,877339,5
1654,112,1,8374,羅昇,1122505,4
1655,112,1,8383,千附,1137605,4
1656,112,1,8390,金益鼎,960061,5
1657,112,1,8401,白紗科,600417,5
1658,112,1,8403,盛弘,1200422,4
1659,112,1,8404,百和興業-KY,3151781,3
1660,112,1,8409,商之器,320000,5
1661,112,1,8410,森田,365892,5
1662,112,1,8411,福貞-KY,2184043,3
1663,112,1,8415,大國鋼,10315000,1
1664,112,1,8416,實威,282107,5
1665,112,1,8418,捷必勝-KY,783590,5
1666,112,1,8420,明揚,520967,5
1667,112,1,8421,旭源,548171,5
1668,112,1,8422,可寧衛,1088886,4
1669,112,1,8423,保綠-KY,248291,5
1670,112,1,8424,惠普,360544,5
1671,112,1,8426,紅木-KY,502425,5
1672,112,1,8429,金麗-KY,1857472,4
1673,112,1,8431,匯鑽科,444555,5
1674,112,1,8432,東生華,383981,5
1675,112,1,8433,弘帆,520816,5
1676,112,1,8435,鉅邁,317004,5
1677,112,1,8436,大江,1182608,4
1678,112,1,8437,大地-KY,478511,5
1679,112,1,8438,昶昕,705180,5
1680,112,1,8440,綠電,380002,5
1681,112,1,8442,威宏-KY,608452,5
1682,112,1,8443,阿瘦,668000,5
1683,112,1,8444,綠河-KY,897669,5
1684,112,1,8446,華研,529144,5
1685,112,1,8450,霹靂,513099,5
1686,112,1,8454,富邦媒,2184913,3
1687,112,1,8455,大拓-KY,252191,5
1688,112,1,8462,柏文,794434,5
1689,112,1,8463,潤泰材,1500000,4
1690,112,1,8464,億豐,2930202,3
1691,112,1,8466,美吉吉-KY,660590,5
1692,112,1,8467,波力-KY,495340,5
1693,112,1,8472,夠麻吉,177358,5
1694,112,1,8473,山林水,1470040,4
1695,112,1,8476,台境,765103,5
1696,112,1,8477,創業家,315928,5
1697,112,1,8478,東哥遊艇,888863,5
1698,112,1,8481,政伸,666019,5
1699,112,1,8482,商億-KY,1104440,4
1700,112,1,8488,吉源-KY,675000,5
1701,112,1,8489,三貝德,377525,5
1702,112,1,8499,鼎炫-KY,518569,5
1703,112,1,8905,裕國,1194400,4
1704,112,1,8906,花王,340374,5
