,年度,季別,公司代號,公司名稱,股本,股本分級
1705,112,1,8908,欣雄,2577006,3
1706,112,1,8916,光隆,1506918,4
1707,112,1,8917,欣泰,1626524,4
1708,112,1,8921,沈氏,465922,5
1709,112,1,8923,時報,303758,5
1710,112,1,8924,大田,838000,5
1711,112,1,8926,台汽電,5890486,2
1712,112,1,8927,北基,2870978,3
1713,112,1,8928,鉅明,508540,5
1714,112,1,8929,富堡,505809,5
1715,112,1,8930,青鋼,818094,5
1716,112,1,8931,大汽電,1222549,4
1717,112,1,8932,宏大,666101,5
1718,112,1,8933,愛地雅,3017243,3
1719,112,1,8935,邦泰,909660,5
1720,112,1,8936,國統,2480782,3
1721,112,1,8937,合騏,724788,5
1722,112,1,8938,明安,1402003,4
1723,112,1,8940,新天地,674910,5
1724,112,1,8941,關中,304105,5
1725,112,1,8942,森鉅,1658401,4
1726,112,1,8996,高力,893841,5
1727,112,1,9802,鈺齊-KY,1907303,4
1728,112,1,9902,台火,980496,5
1729,112,1,9904,寶成,29467872,1
1730,112,1,9905,大華,3050000,3
1731,112,1,9906,欣巴巴,833439,5
1732,112,1,9907,統一實,15791453,1
1733,112,1,9908,大台北,5163580,2
1734,112,1,9910,豐泰,8816811,2
1735,112,1,9911,櫻花,2211212,3
1736,112,1,9912,偉聯,539186,5
1737,112,1,9914,美利達,2989838,3
1738,112,1,9917,中保科,4511971,3
1739,112,1,9918,欣天然,1805375,4
1740,112,1,9919,康那香,1953628,4
1741,112,1,9921,巨大,3920646,3
1742,112,1,9924,福興,1884521,4
1743,112,1,9925,新保,3874896,3
1744,112,1,9926,新海,1795041,4
1745,112,1,9927,泰銘,1673185,4
1746,112,1,9928,中視,607246,5
1747,112,1,9929,秋雨,1012800,4
1748,112,1,9930,中聯資源,2485404,3
1749,112,1,9931,欣高,1104306,4
1750,112,1,9933,中鼎,8017896,2
1751,112,1,9934,成霖,4084140,3
1752,112,1,9935,慶豐富,1696233,4
1753,112,1,9937,全國,3090430,3
1754,112,1,9938,百和,2979639,3
1755,112,1,9939,宏全,2877859,3
1756,112,1,9940,信義,7368465,2
1757,112,1,9941,裕融,5983864,2
1758,112,1,9942,茂順,831613,5
1759,112,1,9943,好樂迪,1252200,4
1760,112,1,9944,新麗,1091071,4
1761,112,1,9945,潤泰新,31602501,1
1762,112,1,9946,三發地產,3265542,3
1763,112,1,9949,琉園,440334,5
1764,112,1,9950,萬國通,1677160,4
1765,112,1,9951,皇田,749000,5
1766,112,1,9955,佳龍,1032082,4
1767,112,1,9958,世紀鋼,2332971,3
1768,112,1,9960,邁達康,335925,5
1769,112,1,9962,有益,902203,5
