代號,名稱,年月日,100-200 張(比率),200-400 張(比率),400-600 張(比率),600-800 張(比率),800-1000張(比率),1000張以上  (比率)
1514,亞力,2014/01/02,6.06,6.03,5.72,2.99,3.54,45.62
1515,力山,2014/01/02,3.64,6.07,6.4,2.94,1.46,59.79
1516,川飛,2014/01/02,6.74,0,3.89,6.71,8.13,11.55
1517,利奇,2014/01/02,6.16,6.56,4.06,0.89,2.3,34.95
1519,華城,2014/01/02,3.26,3.29,1.91,1.55,0.96,65.74
1521,大億,2014/01/02,3,3.86,1.81,3.85,3.82,68.25
1522,堤維西,2014/01/02,4.81,4.45,2.28,0.46,3.07,57.83
1524,耿鼎,2014/01/02,5.21,6.66,5.61,3.24,1.02,43.53
1525,江申,2014/01/02,3.23,3.97,1.48,2.02,1.44,76.81
1526,日馳,2014/01/02,5.52,9.92,7.18,5.22,1.88,41.7
1527,鑽全,2014/01/02,4.46,5.91,3.64,1.38,2.39,36.59
1528,恩德,2014/01/02,7.3,9.38,3.26,1.9,2.98,46.12
1529,樂事綠能,2014/01/02,9.64,9.1,4.84,4.16,1.65,40.09
1530,亞崴,2014/01/02,2.85,1.52,2.2,2.19,1.93,65.81
1531,高林股,2014/01/02,5.24,5.32,4.61,3.94,1.86,48.68
1532,勤美,2014/01/02,3.48,4.36,3.01,2.31,1.6,72.03
1533,車王電,2014/01/02,2.27,2.77,7.49,8.2,4.7,53.05
1535,中宇,2014/01/02,2.4,2.44,1.84,0.64,0,72.34
1536,和大,2014/01/02,4.1,5.29,3.02,1.61,2.47,46.91
1537,廣隆,2014/01/02,6.71,8.6,4.39,7.56,2.35,43.31
1538,正峰,2014/01/02,9.18,8.26,3.23,2.48,1.62,34.31
1539,巨庭,2014/01/02,2.35,3.86,4.01,1.99,0,69.86
1540,喬福,2014/01/02,5.62,8.08,3.49,0.81,1.9,40.82
1541,錩泰,2014/01/02,2,1.15,1.4,1.78,1.12,80.91
1558,伸興,2014/01/02,10.93,15.18,7.21,10.37,6.44,13.7
1560,中砂,2014/01/02,5.08,6.98,7.54,3.35,4.49,49.17
1565,精華,2014/01/02,14.76,17.96,6.62,5.36,0,28.66
1568,倉佑,2014/01/02,5.13,6.62,4.68,4.3,5.07,61.86
1569,濱川,2014/01/02,5.04,6.73,4.02,6.37,3.15,41.88
1570,力肯,2014/01/02,8.59,7.49,8.23,12.05,3.52,26.66
1580,新麥,2014/01/02,5.81,11.65,5.82,3.37,4.02,45.3
1582,信錦,2014/01/02,4.04,3.81,4.02,4.03,3.06,44.88
1583,程泰,2014/01/02,1.69,1.41,0.44,2.09,0,85.07
1584,精剛,2014/01/02,9.48,7.71,3.19,3.2,1.09,41.28
1586,和勤,2014/01/02,8.34,8.18,2.88,6.07,2,53.89
1587,吉茂,2014/01/02,3.43,7.64,6.34,2.69,4.97,69.16
1589,永冠-KY,2014/01/02,4.99,7.02,10.69,1.43,3.6,62.66
1590,亞德客-KY,2014/01/02,4.19,9.71,4.87,5.04,3.73,66.42
1591,駿吉-KY,2014/01/02,3.31,4.81,5.67,0,7.62,68.68
1593,祺驊,2014/01/02,6.4,19.29,11.38,4.97,10.15,17.14
1595,川寶,2014/01/02,5.87,9.23,7.42,0,2.53,47.3
1597,直得,2014/01/02,10.63,18.66,9.62,7.33,0,23.61
1598,岱宇,2014/01/02,0.54,1.26,0.76,1.01,0,94.14
1599,宏佳騰,2014/01/02,1.8,1.58,4.86,1.78,4.22,64.99
1603,華電,2014/01/02,2.96,3.22,2.66,1.24,2.39,72.53
1604,聲寶,2014/01/02,4.89,6.52,3.29,2.77,2.21,48.46
1605,華新,2014/01/02,5.03,4.73,2.68,1.45,1.29,58.59
1608,華榮,2014/01/02,4.07,3.9,2.05,1.41,1.98,63.84
1609,大亞,2014/01/02,8.06,6.55,3.84,3.6,2.08,36.26
1611,中電,2014/01/02,3.94,5.33,4.42,2.37,1.53,63.39
1612,宏泰,2014/01/02,4.05,5.65,2.67,0.43,0.84,54.75
1614,三洋電,2014/01/02,3.51,5.58,4.43,4.33,1.61,71.83
1615,大山,2014/01/02,2.26,3.89,2.16,1.09,1.7,76.5
1616,億泰,2014/01/02,4.64,6.1,2.78,1.31,1.33,59.28
1617,榮星,2014/01/02,2.94,3.56,1.03,1.92,3.23,77.06
1618,合機,2014/01/02,5.25,5.88,2.18,2.62,1.09,55.72
1626,艾美特-KY,2014/01/02,3.47,6.84,4.73,2.13,1.36,71.65
1701,中化,2014/01/02,5.61,4.62,3.83,2.03,0.88,36.68
1702,南僑,2014/01/02,2.6,3.49,1.99,2.31,2.39,69.57
1707,葡萄王,2014/01/02,5.57,7.95,6.62,7.39,6.01,44.78
1708,東鹼,2014/01/02,3.87,2.72,1.72,2.08,1.64,52.03
1709,和益,2014/01/02,5.48,5.27,4.3,2.57,2.75,65.02
1710,東聯,2014/01/02,1.89,2.4,1.14,0.78,1.13,72.11
1711,永光,2014/01/02,5.58,5.86,4.17,2.77,2.06,48.5
1712,興農,2014/01/02,7.52,7.71,5.72,4.19,2.93,33.5
1713,國化,2014/01/02,6.6,4.74,6.55,3.26,5.38,52.68
1714,和桐,2014/01/02,7.14,5.95,2.68,1.87,2.21,49.51
1717,長興,2014/01/02,3.71,3.76,2.61,1.28,0.77,71.84
1718,中纖,2014/01/02,4.19,3.6,2.22,1.64,0.85,57.18
1720,生達,2014/01/02,2.26,4.29,2.8,0.77,2.97,59.47
1721,三晃,2014/01/02,6.61,5.71,5.69,3.42,2.17,33.02
1722,台肥,2014/01/02,2.58,2.52,2.48,2.29,1.97,67.05
1723,中碳,2014/01/02,4.74,6.56,3.25,2.35,1.55,56.46
1725,元禎,2014/01/02,0.55,0.43,0.22,0.4,0.89,94.47
1726,永記,2014/01/02,2.61,2.04,1.62,0.47,1.13,80.23
1727,中華化,2014/01/02,5.76,3.98,1.88,2.85,0,49.08
1730,花仙子,2014/01/02,6.47,6.74,4.48,2.54,0,57.56
1731,美吾華,2014/01/02,6.28,6.19,4.13,1,2.11,43.37
1732,毛寶,2014/01/02,3.87,4.82,1.22,3.18,2.27,53.23
1733,五鼎,2014/01/02,4.38,3.96,2.95,2.02,0.81,38.99
1734,杏輝,2014/01/02,4.82,4.58,3.29,4.12,1.86,29.99
1735,日勝化,2014/01/02,4.21,3.08,2.73,1.99,0.82,67.92
1736,喬山,2014/01/02,2.21,2.92,1.26,1.38,0.41,84.95
1737,臺鹽,2014/01/02,2.44,3.17,2.87,1.86,0.96,47.88
1742,台蠟,2014/01/02,5.59,2.13,0.69,2.26,0,52.53
1752,南光,2014/01/02,4.48,3.73,2.38,2.51,2.12,55.06
1760,寶齡富錦,2014/01/02,9.69,9.75,8.41,2.87,1.98,31.7
1762,中化生,2014/01/02,4.63,4.93,2.65,2.65,0,49.62
1773,勝一,2014/01/02,3.02,5.12,3.59,1.98,2.09,67.67
1776,展宇,2014/01/02,2.8,6.04,6.83,6.29,4.71,62.9
1777,生泰,2014/01/02,9.54,9.52,0,0,0,50.42
1781,合世,2014/01/02,7.2,9.75,3.92,6.96,5.74,21.98
1783,和康生,2014/01/02,4.28,8.73,6.42,0,2.55,49.14
1784,訊聯,2014/01/02,9.77,9.62,6.96,8.45,5.43,14.92
1785,光洋科,2014/01/02,6.94,5.04,3.77,2.22,2.43,34.03
1786,科妍,2014/01/02,5.04,6.58,3.27,1.2,1.96,51.94
1788,杏昌,2014/01/02,7.33,7.98,8.28,6.45,0,20.95
1789,神隆,2014/01/02,2.24,2.23,2.25,1.27,0.65,82.08
1795,美時,2014/01/02,10.41,17.83,11.71,6.6,3.64,19.21
1799,易威,2014/01/02,7.71,7.95,4.41,0,1.97,38.81
1802,台玻,2014/01/02,1.43,1.56,1.31,0.95,0.76,87.97
1805,寶徠,2014/01/02,4.33,7.39,3.21,4.17,6.78,56.98
1806,冠軍,2014/01/02,4.15,3.61,3.22,1.73,1.89,56.68
1808,潤隆,2014/01/02,4.59,3.1,2.55,1.6,1.05,66.31
1809,中釉,2014/01/02,3.65,3.32,1.78,2.5,1.89,55.29
1810,和成,2014/01/02,3.76,4.58,2.96,2.29,2.84,60.7
1813,寶利徠,2014/01/02,7.74,7.79,7.4,4.27,4.04,27.17
1815,富喬,2014/01/02,5.25,5.4,3.01,0.69,1.95,46.45
1817,凱撒衛,2014/01/02,3.92,5.26,6.84,0.94,7.18,58.62
1903,士紙,2014/01/02,2.5,2.98,2.23,0.86,1.41,79.65
1904,正隆,2014/01/02,4.15,4.45,2.51,1.2,2.11,62.31
1905,華紙,2014/01/02,3.6,2.96,2.47,1.02,0.57,73.32
1906,寶隆,2014/01/02,3.31,3.95,1.6,0.97,1.78,73.15
1907,永豐餘,2014/01/02,2.65,2.01,1.77,0.9,0.54,78.87
1909,榮成,2014/01/02,3.38,4.81,2.55,2.32,1.12,68.15
2002,中鋼,2014/01/02,4.32,2.76,1.06,0.65,0.37,54.99
2006,東和鋼鐵,2014/01/02,2.49,1.91,1.14,1.36,1.07,69.95
2007,燁興,2014/01/02,6.27,6.36,4.45,1.26,2.5,39.46
2008,高興昌,2014/01/02,3.31,2.79,1.64,1.81,0.98,72.38
2009,第一銅,2014/01/02,2.7,3.03,1.88,0.38,0.96,61.91
2010,春源,2014/01/02,5.05,4.91,3.57,2.22,1.69,62.41
2012,春雨,2014/01/02,2.88,4.15,5.26,4.17,4.75,63.12
2013,中鋼構,2014/01/02,2.7,3.02,0.96,0.61,0.92,68.63
2014,中鴻,2014/01/02,5.69,4.32,2.23,0.84,0.94,48.66
2015,豐興,2014/01/02,1.94,3.51,2.56,2.71,1.57,81.84
2017,官田鋼,2014/01/02,4.49,4.27,1.86,1.6,0.9,45.37
2020,美亞,2014/01/02,3.8,3.89,3.76,1.53,3.08,62.73
2022,聚亨,2014/01/02,7.85,6,4.58,2.69,1.68,36.55
2023,燁輝,2014/01/02,4.27,3.73,2.02,1.32,1,62.52
2024,志聯,2014/01/02,7.99,5.56,2.76,4.27,3.38,38.76
2025,千興,2014/01/02,8.83,5.7,3.37,1.95,0.58,31.54
2027,大成鋼,2014/01/02,5.1,4.44,1.39,2.2,0.9,54.04
2028,威致,2014/01/02,8.39,6.55,5.37,0.99,1.34,39.24
2029,盛餘,2014/01/02,3.58,4.06,1.52,1.06,0.9,69.53
2030,彰源,2014/01/02,4.53,4.21,1.87,1.53,1.61,53
2031,新光鋼,2014/01/02,5.35,5.07,4.94,0.94,2.41,34.52
2032,新鋼,2014/01/02,5.8,6.1,3.94,3.08,0,48.23
2033,佳大,2014/01/02,2.55,4.38,2.46,2.5,11.27,50.38
2034,允強,2014/01/02,6.43,5.68,3.16,1.67,1.94,39.27
2035,唐榮,2014/01/02,0.71,0.68,0.58,0.2,0.48,93.2
2038,海光,2014/01/02,3.99,3.97,3.13,0.36,2.16,63.82
2049,上銀,2014/01/02,5.19,7,5.46,2.89,3.56,57.94
2059,川湖,2014/01/02,6.4,11.14,6.67,5.02,5.66,55.98
2061,風青,2014/01/02,5.27,8.16,3.82,3.4,6.86,61.2
2062,橋椿,2014/01/02,2.75,5.77,4.44,3.29,2.68,72.42
2063,世鎧,2014/01/02,9.79,6.18,6.2,8.49,6.43,37.81
2064,晉椿,2014/01/02,0.62,0.62,0,0,0,97.25
2065,世豐,2014/01/02,0,0.68,5.65,2.34,3.33,85.78
2066,世德,2014/01/02,1.43,7.42,3.07,0,0,76.3
2067,嘉鋼,2014/01/02,4.02,5.61,11.84,5.47,0,65.3
2101,南港,2014/01/02,4.02,4.08,2.11,1.43,1.96,60.25
2102,泰豐,2014/01/02,6.19,5.53,4.14,3,1.68,45.94
2103,台橡,2014/01/02,2.73,2.68,1.32,1.89,1.29,65.97
2104,國際中橡,2014/01/02,3.98,5.04,2.16,2.53,1.64,57.49
2105,正新,2014/01/02,1.59,1.75,1.38,1.07,1.08,84.6
2106,建大,2014/01/02,1.38,2.1,1.68,1.09,1.23,82.77
2107,厚生,2014/01/02,5.32,4.54,2.58,1.58,2.55,44.98
2108,南帝,2014/01/02,4.27,5.14,3.37,2.3,1.95,64.74
2109,華豐,2014/01/02,6.35,6.1,4.47,2.7,2.12,59.88
2114,鑫永銓,2014/01/02,7.08,8.51,6.67,1.22,1.52,55.23
2115,六暉-KY,2014/01/02,0.9,1.42,1.59,7.94,6.33,66.08
2201,裕隆,2014/01/02,1.57,1.76,1.58,0.99,0.67,77.43
2204,中華,2014/01/02,1.25,1.78,1.41,1.19,0.87,83.12
2206,三陽工業,2014/01/02,0.84,1.34,0.93,0.9,1.29,90.49
2207,和泰車,2014/01/02,1.8,2.2,3.02,2.27,1.71,85.52
2208,台船,2014/01/02,5.33,3.72,1.62,0.43,0.34,55.95
2221,大甲,2014/01/02,4.4,2.08,0,0,0,64.21
2227,裕日車,2014/01/02,1.13,1.06,0.31,0.89,0,94.37
2228,劍麟,2014/01/02,3.07,4.09,3.88,3.93,0,67.39
2230,泰茂,2014/01/02,2.8,0.93,4.24,0,0,68.8
2231,為升,2014/01/02,6.37,6.62,3.34,3.46,4.75,62.49
2233,宇隆,2014/01/02,9.81,13.95,12.84,5.01,10.19,16.49
2235,謚源,2014/01/02,0.43,2.95,0,0,0,89.72
2301,光寶科,2014/01/02,1.6,2.31,1.88,1.56,1.78,79.71
2302,麗正,2014/01/02,5.07,4.77,1.39,0,1.1,61.01
2303,聯電,2014/01/02,3.62,3.04,1.47,0.95,0.8,64.07
2305,全友,2014/01/02,2.75,2.04,1.95,0.75,0,63.08
2308,台達電,2014/01/02,1.69,2.81,2.2,1.62,1.27,85.51
2312,金寶,2014/01/02,3.92,3.55,2.54,1.16,0.78,58.19
2313,華通,2014/01/02,3.13,3.03,2.25,1.45,1.38,67.6
2314,台揚,2014/01/02,5.37,4.26,1.74,0.97,1.63,31.57
2316,楠梓電,2014/01/02,4.11,3.63,3.56,1.09,1.45,38.64
2317,鴻海,2014/01/02,2.29,1.9,1.08,0.84,0.75,69.37
2321,東訊,2014/01/02,5.76,4.99,2.46,1.45,2.13,42.66
2323,中環,2014/01/02,5.77,5.58,2.8,1.83,1.23,42.53
2324,仁寶,2014/01/02,1.92,1.95,1.29,1.11,0.95,77.03
2327,國巨,2014/01/02,2.4,2.49,1.7,1.36,0.94,74.62
2328,廣宇,2014/01/02,4.16,2.77,1.75,2.01,1.02,48.41
2329,華泰,2014/01/02,5.28,4.89,2.42,1.86,0.9,53.54
2330,台積電,2014/01/02,0.84,1.08,0.76,0.57,0.64,91.17
2331,精英,2014/01/02,3.3,2.77,1.82,1.98,1.46,67.02
2332,友訊,2014/01/02,5.21,6.21,2.64,1.38,1.95,42.85
2337,旺宏,2014/01/02,8.88,6.61,3.52,2.04,1.48,22.56
2338,光罩,2014/01/02,6.87,5.75,2.79,2.12,2.11,37.2
2340,台亞,2014/01/02,6.18,4.87,2.14,1.37,1.63,30.35
2342,茂矽,2014/01/02,6.51,4.58,2.6,1.42,0.47,20.23
2344,華邦電,2014/01/02,5.01,4.2,2.44,1.06,1.2,53.55
2345,智邦,2014/01/02,5.67,5.91,3.17,2.93,2.21,39.01
2347,聯強,2014/01/02,1.95,2.5,1.64,1.32,1.85,78.58
2348,海悅,2014/01/02,0.31,1.01,0.54,0,0,95.65
2349,錸德,2014/01/02,9.83,8.51,4.51,2.85,1.75,20.71
2351,順德,2014/01/02,4.37,5.59,4.26,5.04,3.52,60.65
2352,佳世達,2014/01/02,7.48,5.94,3.29,1.75,1.18,40.1
2353,宏碁,2014/01/02,4.82,3.75,1.81,1.46,1.58,36.19
2354,鴻準,2014/01/02,2.38,1.69,1.46,1.23,1.16,58.98
2355,敬鵬,2014/01/02,4.7,5.21,4.09,4.41,3.39,56.73
2356,英業達,2014/01/02,1.51,1.79,1.37,1.23,1.07,81.39
2357,華碩,2014/01/02,3.87,5.1,3.22,2.4,2.55,62.76
2358,廷鑫,2014/01/02,7.95,7.1,4.02,1.53,2.2,50.07
2359,所羅門,2014/01/02,5.24,5.98,2.53,2.94,2.46,54.92
2360,致茂,2014/01/02,2.58,3.62,3.02,3.19,2.7,76.07
2362,藍天,2014/01/02,2.1,3.97,2.94,2.12,1.81,74.47
2363,矽統,2014/01/02,5.45,4.64,2.63,2.73,2.65,34.54
2364,倫飛,2014/01/02,7.74,7.12,3.11,1.39,3.29,17.53
2365,昆盈,2014/01/02,7.34,6.93,4.65,3.81,1.8,33.81
2367,燿華,2014/01/02,5.19,4.96,3.03,1.67,1.83,40.42
2368,金像電,2014/01/02,5.1,4.31,2.14,2.06,1.71,46.34
2369,菱生,2014/01/02,4.89,3.99,3.18,1.5,1.63,42.38
2371,大同,2014/01/02,4.89,3.56,2.62,1.88,1.66,55.99
2373,震旦行,2014/01/02,1.39,2.11,1.86,1.19,0.73,83.86
2374,佳能,2014/01/02,5.24,4.34,2.73,2.36,1.34,36.15
2375,凱美,2014/01/02,5.6,7.88,3.05,2.63,1.38,36.31
2376,技嘉,2014/01/02,3.68,4.27,1.97,2.93,2.03,62.12
2377,微星,2014/01/02,3.65,3.88,2.53,1.96,1.5,58.87
2379,瑞昱,2014/01/02,4.36,6.18,4.56,4.38,2.8,52.46
2380,虹光,2014/01/02,4.6,4.53,2.24,2.3,1.54,53.66
2382,廣達,2014/01/02,0.67,1.11,0.92,0.84,0.84,90.71
2383,台光電,2014/01/02,6.4,6.47,4.09,2.86,1.14,37.25
2385,群光,2014/01/02,2.78,3.58,4.08,2.13,2.36,76.01
2387,精元,2014/01/02,1.68,1.77,0.92,1.43,1.23,82.08
2388,威盛,2014/01/02,2.89,2.73,1.77,1.13,0.93,66.31
2390,云辰,2014/01/02,3.11,4.56,3.15,2.38,1.28,60.22
2392,正崴,2014/01/02,4.15,4,2.76,1.68,1.82,46.1
2393,億光,2014/01/02,4.18,6.1,2.99,5.03,3.17,51.93
2395,研華,2014/01/02,2.63,3.86,3.19,2.39,2.62,80.21
2397,友通,2014/01/02,4.29,4.2,3.16,1.85,0.87,60.58
2399,映泰,2014/01/02,6.14,6.06,3.37,4.95,2.95,41.21
2401,凌陽,2014/01/02,5.61,4.96,3.79,1.64,2.64,40.23
2402,毅嘉,2014/01/02,5.57,5.72,4.45,2.82,1.94,40
2404,漢唐,2014/01/02,6.65,8.23,4.22,2.35,0.73,39.07
2405,輔信,2014/01/02,6.41,6.04,4.47,2.81,2.76,42.91
2406,國碩,2014/01/02,7.3,7,4.99,3.55,3.01,35.18
2408,南亞科,2014/01/02,4.54,4.1,2.58,1.75,1.18,65.31
2409,友達,2014/01/02,4.64,3.71,1.94,1.3,0.98,56.62
2412,中華電,2014/01/02,1.3,1.02,0.74,0.48,0.38,78.97
2413,環科,2014/01/02,5.98,4.65,5.84,3.04,0.63,44.75
2414,精技,2014/01/02,6.18,6.05,5.57,4.38,2.09,39.4
2415,錩新,2014/01/02,4.87,4.66,2.98,3.79,0.88,55.99
2417,圓剛,2014/01/02,5.77,5.9,4.3,1.66,0.85,24.19
2419,仲琦,2014/01/02,6.14,7.55,4.52,1.47,2.4,27.78
2420,新巨,2014/01/02,5,5.35,3.46,5.37,0.63,49.49
2421,建準,2014/01/02,3.89,3.52,2.07,1.85,1.17,65.68
2423,固緯,2014/01/02,4.61,5.01,2.36,0.49,1.48,62.1
2424,隴華,2014/01/02,8.74,4.9,6.83,2.32,3.32,57.87
2425,承啟,2014/01/02,4.4,3.16,2.67,0.72,1.93,74.97
2426,鼎元,2014/01/02,6.55,5.85,2.89,1.61,2.04,22.41
2427,三商電,2014/01/02,3.73,2.41,1.57,1.48,0.91,58.8
2428,興勤,2014/01/02,5.75,7.87,4.45,3.94,2.88,48.71
2429,銘旺科,2014/01/02,3.1,3.76,0,1.99,2.27,80.87
